Year,Name,team,salary,bloodType,height,weight,UniformNum,position,Games,AtBats,Hit,HR,Win,Lose,Save,Hold
2013年度,渡辺　亮,Tigers,5200,O型,175,70,12,投手,15,NA,NA,NA,1,0,0,2
2013年度,安藤　優也,Tigers,5000,O型,184,94,16,投手,58,NA,NA,NA,4,2,1,23
2013年度,榎田　大樹,Tigers,4400,AB型,181,86,13,投手,16,NA,NA,NA,4,9,0,0
2013年度,藤井　彰人,Tigers,4200,AB型,170,81,50,捕手,112,298,77,1,NA,NA,NA,NA
2013年度,ボイヤー,Tigers,4000,不明,191,102,44,投手,22,NA,NA,NA,3,1,0,0
2013年度,日高　剛,Tigers,4000,A型,182,88,37,捕手,44,97,28,2,NA,NA,NA,NA
2013年度,桧山　進次郎,Tigers,3800,B型,177,78,24,外野手,57,51,10,0,NA,NA,NA,NA
2013年度,筒井　和也,Tigers,3400,O型,184,92,20,投手,39,NA,NA,NA,4,1,1,3
2013年度,浅井　良,Tigers,3000,O型,177,81,5,外野手,46,50,11,1,NA,NA,NA,NA
2013年度,新井　良太,Tigers,2800,AB型,188,97,32,内野手,119,357,85,14,NA,NA,NA,NA
2013年度,加藤　康介,Tigers,2600,O型,181,86,63,投手,61,NA,NA,NA,1,2,1,16
2013年度,大和,Tigers,2400,A型,177,62,0,内野手,104,384,105,0,NA,NA,NA,NA
2013年度,上本　博紀,Tigers,2100,O型,173,63,4,内野手,25,59,15,2,NA,NA,NA,NA
2013年度,鶴　直人,Tigers,2000,A型,180,77,46,投手,20,NA,NA,NA,3,1,0,1
2013年度,林　威助,Tigers,2000,B型,179,81,31,外野手,1,4,0,0,NA,NA,NA,NA
2013年度,高山　久,Tigers,1900,O型,177,84,62,外野手,9,16,4,2,NA,NA,NA,NA
2013年度,西村　憲,Tigers,1900,A型,182,80,43,投手,3,NA,NA,NA,0,1,0,0
2013年度,小宮山　慎二,Tigers,1700,A型,178,87,39,捕手,14,12,2,0,NA,NA,NA,NA
2013年度,俊介,Tigers,1500,A型,178,70,68,外野手,119,192,56,0,NA,NA,NA,NA
2013年度,柴田　講平,Tigers,1500,A型,177,75,00,外野手,36,70,16,1,NA,NA,NA,NA
2013年度,藤浪　晋太郎,Tigers,1500,A型,197,86,19,投手,24,NA,NA,NA,10,6,0,0
2013年度,伊藤　隼太,Tigers,1400,O型,176,80,51,外野手,30,62,9,1,NA,NA,NA,NA
2013年度,小嶋　達也,Tigers,1300,A型,181,79,29,投手,3,NA,NA,NA,1,1,0,0
2013年度,高宮　和也,Tigers,1300,A型,173,73,40,投手,1,NA,NA,NA,0,0,0,0
2013年度,藤原　正典,Tigers,1200,B型,182,81,15,投手,10,NA,NA,NA,0,0,0,0
2013年度,坂　克彦,Tigers,1100,A型,180,82,35,内野手,111,205,47,2,NA,NA,NA,NA
2013年度,秋山　拓巳,Tigers,1000,A型,187,91,27,投手,8,NA,NA,NA,0,3,0,0
2013年度,森田　一成,Tigers,800,A型,185,96,69,内野手,13,19,4,0,NA,NA,NA,NA
2013年度,岩本　輝,Tigers,800,O型,182,80,59,投手,1,NA,NA,NA,0,0,0,0
2013年度,清水　誉,Tigers,800,A型,178,78,45,捕手,39,90,21,0,NA,NA,NA,NA
2013年度,歳内　宏明,Tigers,750,B型,184,84,26,投手,5,NA,NA,NA,0,0,0,0
2013年度,今成　亮太,Tigers,720,O型,178,76,49,捕手,88,185,49,1,NA,NA,NA,NA
2013年度,白仁田　寛和,Tigers,700,B型,189,85,64,投手,2,NA,NA,NA,1,0,0,0
2013年度,緒方　凌介,Tigers,660,O型,176,75,65,外野手,2,1,0,0,NA,NA,NA,NA
2013年度,野原　将志,Tigers,660,A型,184,89,67,内野手,8,10,0,0,NA,NA,NA,NA
2013年度,田上　健一,Tigers,650,A型,181,71,61,外野手,24,7,2,0,NA,NA,NA,NA
2013年度,ザラテ,Tigers,600,不明,191,93,95,投手,2,NA,NA,NA,0,0,0,0
2013年度,黒瀬　春樹,Tigers,600,B型,180,80,38,内野手,13,13,3,0,NA,NA,NA,NA
2013年度,清原　大貴,Tigers,600,O型,181,81,47,投手,3,NA,NA,NA,0,0,0,0
2013年度,玉置　隆,Tigers,600,B型,181,80,97,投手,7,NA,NA,NA,0,0,0,1
2013年度,西田　直斗,Tigers,600,O型,186,72,33,内野手,1,2,0,0,NA,NA,NA,NA
2013年度,荒木　郁也,Tigers,550,B型,183,74,58,内野手,20,6,0,0,NA,NA,NA,NA
2013年度,松田　遼馬,Tigers,520,A型,184,89,56,投手,27,NA,NA,NA,1,2,0,5
2013年度,ラミレス,DeNA,35000,不明,180,100,3,外野手,56,130,24,2,NA,NA,NA,NA
2013年度,ブランコ,DeNA,20000,A型,188,102,42,内野手,134,483,161,41,NA,NA,NA,NA
2013年度,三浦　大輔,DeNA,18000,B型,183,88,18,投手,27,NA,NA,NA,9,13,0,0
2013年度,モーガン,DeNA,15000,不明,183,84,27,外野手,108,371,109,11,NA,NA,NA,NA
2013年度,多村　仁志,DeNA,11000,B型,180,80,52,外野手,96,238,62,12,NA,NA,NA,NA
2013年度,山口　俊,DeNA,10000,O型,187,90,11,投手,44,NA,NA,NA,5,2,7,6
2013年度,ソーサ,DeNA,8500,不明,188,100,53,投手,55,NA,NA,NA,3,4,19,11
2013年度,森本　稀哲,DeNA,8000,B型,185,81,5,外野手,4,5,0,0,NA,NA,NA,NA
2013年度,ソト,DeNA,7500,A型,185,96,61,投手,8,NA,NA,NA,1,3,0,1
2013年度,高崎　健太郎,DeNA,5500,O型,176,82,22,投手,20,NA,NA,NA,2,5,0,4
2013年度,石川　雄洋,DeNA,5000,O型,183,78,7,内野手,119,459,126,5,NA,NA,NA,NA
2013年度,鶴岡　一成,DeNA,4000,A型,183,85,10,捕手,108,280,70,3,NA,NA,NA,NA
2013年度,コーコラン,DeNA,4000,不明,188,93,56,投手,7,NA,NA,NA,1,3,0,0
2013年度,加賀　繁,DeNA,4000,B型,182,84,16,投手,48,NA,NA,NA,1,4,0,9
2013年度,内村　賢介,DeNA,4000,B型,163,65,23,内野手,89,223,46,0,NA,NA,NA,NA
2013年度,藤井　秀悟,DeNA,3700,A型,175,86,00,投手,21,NA,NA,NA,6,5,0,0
2013年度,長田　秀一郎,DeNA,3600,O型,179,80,64,投手,24,NA,NA,NA,2,0,0,5
2013年度,藤江　均,DeNA,3400,O型,177,77,19,投手,25,NA,NA,NA,3,1,0,7
2013年度,下園　辰哉,DeNA,3200,B型,179,81,50,外野手,26,41,6,0,NA,NA,NA,NA
2013年度,金城　龍彦,DeNA,3000,A型,177,80,1,外野手,118,306,89,6,NA,NA,NA,NA
2013年度,荒波　翔,DeNA,3000,A型,179,78,4,外野手,126,445,115,2,NA,NA,NA,NA
2013年度,小池　正晃,DeNA,3000,A型,182,88,8,外野手,14,27,6,2,NA,NA,NA,NA
2013年度,中村　紀洋,DeNA,3000,O型,180,93,99,内野手,122,431,121,14,NA,NA,NA,NA
2013年度,林　昌範,DeNA,2600,O型,186,80,24,投手,14,NA,NA,NA,0,0,0,2
2013年度,菊地　和正,DeNA,2600,B型,181,83,30,投手,24,NA,NA,NA,0,1,0,4
2013年度,小林　太志,DeNA,2400,B型,184,87,14,投手,11,NA,NA,NA,0,1,0,0
2013年度,吉川　輝昭,DeNA,2200,O型,184,92,13,投手,21,NA,NA,NA,2,2,0,2
2013年度,大原　慎司,DeNA,2200,A型,174,66,41,投手,58,NA,NA,NA,2,0,2,17
2013年度,筒香　嘉智,DeNA,1950,A型,185,97,25,内野手,23,51,11,1,NA,NA,NA,NA
2013年度,国吉　佑樹,DeNA,1800,A型,196,100,65,投手,3,NA,NA,NA,2,1,0,0
2013年度,後藤　武敏,DeNA,1700,A型,176,84,55,内野手,62,88,25,6,NA,NA,NA,NA
2013年度,神内　靖,DeNA,1600,O型,176,86,38,投手,5,NA,NA,NA,0,1,0,1
2013年度,白崎　浩之,DeNA,1500,O型,183,86,29,内野手,47,52,11,0,NA,NA,NA,NA
2013年度,加賀美　希昇,DeNA,1400,O型,187,92,21,投手,8,NA,NA,NA,1,4,0,0
2013年度,須田　幸太,DeNA,1300,AB型,175,78,20,投手,14,NA,NA,NA,6,3,0,0
2013年度,三嶋　一輝,DeNA,1200,A型,176,75,17,投手,34,NA,NA,NA,6,9,0,1
2013年度,黒羽根　利規,DeNA,1200,A型,178,86,59,捕手,30,60,16,2,NA,NA,NA,NA
2013年度,松本　啓二朗,DeNA,1100,O型,180,78,6,外野手,72,154,38,4,NA,NA,NA,NA
2013年度,山崎　憲晴,DeNA,1000,O型,176,79,0,内野手,115,237,59,3,NA,NA,NA,NA
2013年度,井手　正太郎,DeNA,1000,O型,179,85,26,外野手,32,87,27,0,NA,NA,NA,NA
2013年度,梶谷　隆幸,DeNA,1000,A型,180,78,63,内野手,77,254,88,16,NA,NA,NA,NA
2013年度,井納　翔一,DeNA,1000,A型,188,87,15,投手,18,NA,NA,NA,5,7,0,2
2013年度,小杉　陽太,DeNA,1000,O型,187,88,54,投手,6,NA,NA,NA,1,2,0,0
2013年度,赤堀　大智,DeNA,950,A型,188,90,31,外野手,5,7,1,0,NA,NA,NA,NA
2013年度,安部　建輝,DeNA,900,O型,178,80,43,投手,1,NA,NA,NA,0,0,0,0
2013年度,宮崎　敏郎,DeNA,850,B型,172,85,51,内野手,33,52,13,2,NA,NA,NA,NA
2013年度,田中　健二朗,DeNA,830,B型,179,75,46,投手,9,NA,NA,NA,0,0,0,0
2013年度,高城　俊人,DeNA,800,AB型,176,86,32,捕手,51,110,15,0,NA,NA,NA,NA
2013年度,小林　寛,DeNA,800,AB型,180,87,12,投手,24,NA,NA,NA,2,1,0,0
2013年度,佐藤　祥万,DeNA,730,B型,172,78,60,投手,8,NA,NA,NA,0,0,0,0
2013年度,鄭　凱文,DeNA,700,O型,176,78,62,投手,6,NA,NA,NA,0,2,0,0
2013年度,福田　岳洋,DeNA,680,A型,181,83,49,投手,2,NA,NA,NA,0,0,0,0
2013年度,大田　阿斗里,DeNA,650,A型,190,95,58,投手,38,NA,NA,NA,2,4,0,5
2013年度,桑原　将志,DeNA,600,B型,174,74,37,内野手,5,6,0,0,NA,NA,NA,NA
2013年度,土屋　健二,DeNA,550,B型,181,85,45,投手,7,NA,NA,NA,2,1,0,0
2013年度,阿部　慎之助,Giants,57000,A型,180,97,10,捕手,135,422,125,32,NA,NA,NA,NA
2013年度,杉内　俊哉,Giants,50000,A型,175,82,18,投手,24,NA,NA,NA,11,6,0,0
2013年度,内海　哲也,Giants,40000,A型,186,90,26,投手,25,NA,NA,NA,13,6,0,0
2013年度,山口　鉄也,Giants,24000,A型,184,88,47,投手,64,NA,NA,NA,4,3,6,38
2013年度,村田　修一,Giants,22000,AB型,177,92,25,内野手,144,519,164,25,NA,NA,NA,NA
2013年度,ホールトン,Giants,22000,A型,193,107,54,投手,18,NA,NA,NA,9,4,0,0
2013年度,坂本　勇人,Giants,18000,AB型,185,80,6,内野手,144,554,147,12,NA,NA,NA,NA
2013年度,高橋　由伸,Giants,18000,O型,180,87,24,外野手,68,165,50,10,NA,NA,NA,NA
2013年度,長野　久義,Giants,16000,O型,180,83,7,外野手,144,590,166,19,NA,NA,NA,NA
2013年度,アコスタ,Giants,10000,不明,193,98,49,投手,14,NA,NA,NA,1,0,0,2
2013年度,マシソン,Giants,8100,不明,191,104,20,投手,63,NA,NA,NA,2,2,0,40
2013年度,西村　健太朗,Giants,8000,A型,184,90,35,投手,71,NA,NA,NA,4,3,42,10
2013年度,谷　佳知,Giants,8000,O型,173,77,8,外野手,13,28,7,0,NA,NA,NA,NA
2013年度,ロペス,Giants,8000,不明,183,93,5,内野手,121,429,130,18,NA,NA,NA,NA
2013年度,小笠原　道大,Giants,7000,A型,178,83,2,内野手,22,36,9,1,NA,NA,NA,NA
2013年度,澤村　拓一,Giants,6500,A型,183,96,15,投手,34,NA,NA,NA,5,10,0,6
2013年度,高木　康成,Giants,4800,A型,182,77,13,投手,1,NA,NA,NA,0,0,0,1
2013年度,香月　良太,Giants,4800,A型,180,85,17,投手,19,NA,NA,NA,0,0,0,3
2013年度,鈴木　尚広,Giants,4000,A型,180,78,12,外野手,80,22,5,0,NA,NA,NA,NA
2013年度,矢野　謙次,Giants,4000,O型,178,81,48,外野手,90,159,46,2,NA,NA,NA,NA
2013年度,福田　聡志,Giants,4000,O型,180,76,29,投手,17,NA,NA,NA,1,1,0,0
2013年度,實松　一成,Giants,4000,A型,177,85,27,捕手,41,65,16,1,NA,NA,NA,NA
2013年度,亀井　善行,Giants,3800,AB型,178,80,9,外野手,86,296,76,3,NA,NA,NA,NA
2013年度,古城　茂幸,Giants,3700,B型,174,77,51,内野手,3,4,0,0,NA,NA,NA,NA
2013年度,石井　義人,Giants,3300,O型,178,85,33,内野手,62,64,13,0,NA,NA,NA,NA
2013年度,松本　哲也,Giants,3200,O型,168,66,31,外野手,91,190,45,0,NA,NA,NA,NA
2013年度,ボウカー,Giants,3000,不明,188,86,42,外野手,105,271,71,14,NA,NA,NA,NA
2013年度,寺内　崇幸,Giants,2700,B型,177,74,00,内野手,114,240,54,2,NA,NA,NA,NA
2013年度,脇谷　亮太,Giants,2600,A型,176,74,23,内野手,49,123,30,0,NA,NA,NA,NA
2013年度,青木　高広,Giants,2350,O型,187,86,43,投手,34,NA,NA,NA,5,1,0,0
2013年度,藤村　大介,Giants,2200,AB型,173,73,0,内野手,40,68,13,0,NA,NA,NA,NA
2013年度,加藤　健,Giants,2000,A型,186,90,40,捕手,12,28,6,0,NA,NA,NA,NA
2013年度,高木　京介,Giants,2000,AB型,182,80,28,投手,46,NA,NA,NA,3,0,0,6
2013年度,小山　雄輝,Giants,1800,O型,187,77,59,投手,10,NA,NA,NA,0,2,0,1
2013年度,加治前　竜一,Giants,1600,A型,175,80,50,外野手,3,3,0,0,NA,NA,NA,NA
2013年度,宮國　椋丞,Giants,1600,B型,185,76,30,投手,17,NA,NA,NA,6,7,0,0
2013年度,大田　泰示,Giants,1500,O型,188,92,55,外野手,21,31,5,0,NA,NA,NA,NA
2013年度,菅野　智之,Giants,1500,A型,185,88,19,投手,27,NA,NA,NA,13,6,0,0
2013年度,田原　誠次,Giants,1500,A型,178,70,37,投手,7,NA,NA,NA,0,0,0,0
2013年度,大累　進,Giants,1200,O型,175,70,39,内野手,2,0,0,0,NA,NA,NA,NA
2013年度,高口　隆行,Giants,1000,B型,180,83,53,内野手,8,7,0,0,NA,NA,NA,NA
2013年度,江柄子　裕樹,Giants,1000,B型,183,78,62,投手,4,NA,NA,NA,1,0,0,0
2013年度,公文　克彦,Giants,1000,A型,173,75,57,投手,3,NA,NA,NA,0,0,0,0
2013年度,一岡　竜司,Giants,1000,O型,179,78,46,投手,9,NA,NA,NA,0,0,0,0
2013年度,阿南　徹,Giants,1000,O型,182,74,99,投手,2,NA,NA,NA,1,0,0,0
2013年度,隠善　智也,Giants,1000,O型,174,77,52,外野手,1,1,0,0,NA,NA,NA,NA
2013年度,橋本　到,Giants,950,O型,172,72,32,外野手,35,92,22,1,NA,NA,NA,NA
2013年度,中井　大介,Giants,840,B型,182,84,61,内野手,48,139,45,4,NA,NA,NA,NA
2013年度,笠原　将生,Giants,840,O型,191,95,63,投手,30,NA,NA,NA,4,1,0,1
2013年度,坂口　真規,Giants,800,A型,186,90,56,内野手,7,10,4,0,NA,NA,NA,NA
2013年度,井野　卓,Giants,780,B型,180,78,38,捕手,10,6,0,0,NA,NA,NA,NA
2013年度,今村　信貴,Giants,650,AB型,180,78,65,投手,3,NA,NA,NA,1,1,0,0
2013年度,市川　友也,Giants,650,O型,176,81,69,捕手,1,0,0,0,NA,NA,NA,NA
2013年度,立岡　宗一郎,Giants,600,A型,181,83,58,内野手,46,74,15,0,NA,NA,NA,NA
2013年度,鬼屋敷　正人,Giants,540,O型,178,84,64,捕手,1,0,0,0,NA,NA,NA,NA
2013年度,河野　元貴,Giants,470,B型,179,77,95,捕手,11,16,1,1,NA,NA,NA,NA
2013年度,岩瀬　仁紀,Dragons,37000,AB型,181,85,13,投手,55,NA,NA,NA,2,3,36,8
2013年度,和田　一浩,Dragons,33000,O型,182,90,5,外野手,142,495,136,18,NA,NA,NA,NA
2013年度,吉見　一起,Dragons,29000,A型,182,91,19,投手,6,NA,NA,NA,1,4,0,0
2013年度,浅尾　拓也,Dragons,22000,A型,182,75,41,投手,34,NA,NA,NA,2,3,1,22
2013年度,井端　弘和,Dragons,19000,B型,173,75,6,内野手,100,326,77,1,NA,NA,NA,NA
2013年度,谷繁　元信,Dragons,19000,A型,176,81,27,捕手,130,379,82,6,NA,NA,NA,NA
2013年度,荒木　雅博,Dragons,17000,A型,180,74,2,内野手,105,338,75,0,NA,NA,NA,NA
2013年度,森野　将彦,Dragons,16000,AB型,180,85,30,内野手,134,399,114,16,NA,NA,NA,NA
2013年度,山井　大介,Dragons,8000,A型,179,82,29,投手,23,NA,NA,NA,5,6,0,1
2013年度,大島　洋平,Dragons,7500,A型,176,74,8,外野手,140,499,124,3,NA,NA,NA,NA
2013年度,中田　賢一,Dragons,7000,O型,180,78,20,投手,40,NA,NA,NA,4,6,0,15
2013年度,小林　正人,Dragons,6400,A型,181,86,69,投手,33,NA,NA,NA,0,0,0,6
2013年度,ブラッドリー,Dragons,6150,不明,185,92,42,投手,14,NA,NA,NA,2,2,0,2
2013年度,川上　憲伸,Dragons,6000,O型,179,90,11,投手,5,NA,NA,NA,1,1,0,0
2013年度,山本昌,Dragons,6000,AB型,186,87,34,投手,16,NA,NA,NA,5,2,0,0
2013年度,朝倉　健太,Dragons,4500,O型,186,94,14,投手,3,NA,NA,NA,0,1,0,0
2013年度,山内　壮馬,Dragons,4200,AB型,181,83,26,投手,9,NA,NA,NA,2,4,0,0
2013年度,鈴木　義広,Dragons,4200,A型,188,88,23,投手,15,NA,NA,NA,0,1,0,2
2013年度,高橋　聡文,Dragons,4000,A型,176,85,67,投手,29,NA,NA,NA,2,2,0,5
2013年度,小田　幸平,Dragons,3600,A型,180,84,52,捕手,31,37,5,1,NA,NA,NA,NA
2013年度,カブレラ,Dragons,3600,不明,203,118,70,投手,20,NA,NA,NA,6,5,0,0
2013年度,田島　慎二,Dragons,3500,B型,181,84,45,投手,50,NA,NA,NA,5,10,0,12
2013年度,クラーク,Dragons,3080,不明,196,104,60,内野手,132,407,97,25,NA,NA,NA,NA
2013年度,三瀬　幸司,Dragons,2900,A型,177,77,39,投手,20,NA,NA,NA,1,0,0,4
2013年度,平田　良介,Dragons,2900,B型,177,88,40,外野手,118,367,106,15,NA,NA,NA,NA
2013年度,マドリガル,Dragons,2850,不明,185,113,65,投手,31,NA,NA,NA,2,0,0,13
2013年度,雄太,Dragons,2800,O型,178,77,17,投手,3,NA,NA,NA,1,0,0,0
2013年度,ルナ,Dragons,2800,不明,187,99,0,内野手,85,329,115,9,NA,NA,NA,NA
2013年度,岩田　慎司,Dragons,2800,B型,181,80,28,投手,5,NA,NA,NA,1,2,0,0
2013年度,堂上　剛裕,Dragons,2700,O型,183,85,63,外野手,44,41,8,1,NA,NA,NA,NA
2013年度,山崎　武司,Dragons,2700,A型,181,105,7,内野手,51,62,13,0,NA,NA,NA,NA
2013年度,野本　圭,Dragons,2400,B型,180,81,9,外野手,14,18,3,0,NA,NA,NA,NA
2013年度,藤井　淳志,Dragons,2200,O型,182,81,4,外野手,108,238,72,6,NA,NA,NA,NA
2013年度,堂上　直倫,Dragons,2000,O型,184,82,1,内野手,74,152,26,1,NA,NA,NA,NA
2013年度,武藤　祐太,Dragons,2000,O型,178,85,25,投手,58,NA,NA,NA,2,2,0,10
2013年度,大野　雄大,Dragons,1750,O型,183,78,22,投手,25,NA,NA,NA,10,10,0,0
2013年度,福谷　浩司,Dragons,1500,B型,183,90,24,投手,9,NA,NA,NA,0,1,0,3
2013年度,松井　佑介,Dragons,1200,O型,183,83,56,外野手,43,81,14,1,NA,NA,NA,NA
2013年度,高橋　周平,Dragons,1200,O型,180,85,31,内野手,66,197,49,5,NA,NA,NA,NA
2013年度,清水　昭信,Dragons,1150,B型,175,85,12,投手,4,NA,NA,NA,0,0,0,0
2013年度,辻　孟彦,Dragons,1000,O型,183,90,35,投手,13,NA,NA,NA,0,0,0,0
2013年度,中田　亮二,Dragons,1000,A型,171,107,50,内野手,23,21,5,0,NA,NA,NA,NA
2013年度,井上　公志,Dragons,1000,A型,180,80,49,投手,11,NA,NA,NA,1,1,0,0
2013年度,福田　永将,Dragons,900,O型,181,80,55,内野手,4,7,2,0,NA,NA,NA,NA
2013年度,松井　雅人,Dragons,850,A型,179,78,47,捕手,45,63,9,0,NA,NA,NA,NA
2013年度,谷　哲也,Dragons,820,A型,180,78,36,内野手,10,21,2,0,NA,NA,NA,NA
2013年度,柳田　殖生,Dragons,800,A型,178,77,53,内野手,24,32,7,0,NA,NA,NA,NA
2013年度,前田　章宏,Dragons,800,O型,184,91,38,捕手,6,5,1,0,NA,NA,NA,NA
2013年度,田中　大輔,Dragons,800,O型,175,81,58,捕手,15,25,7,1,NA,NA,NA,NA
2013年度,岩崎　恭平,Dragons,780,AB型,178,73,37,内野手,54,49,14,1,NA,NA,NA,NA
2013年度,吉川　大幾,Dragons,700,A型,175,70,3,内野手,15,12,3,0,NA,NA,NA,NA
2013年度,森越　祐人,Dragons,700,A型,178,70,54,内野手,21,8,1,0,NA,NA,NA,NA
2013年度,西川　健太郎,Dragons,700,A型,184,73,32,投手,12,NA,NA,NA,1,6,0,0
2013年度,岡田　俊哉,Dragons,580,A型,179,65,21,投手,66,NA,NA,NA,7,5,2,15
2013年度,小熊　凌祐,Dragons,570,B型,180,80,64,投手,28,NA,NA,NA,1,0,0,3
2013年度,矢地　健人,Dragons,550,O型,180,68,59,投手,9,NA,NA,NA,0,0,0,1
2013年度,小川　龍也,Dragons,550,A型,182,70,16,投手,1,NA,NA,NA,0,0,0,0
2013年度,川崎　貴弘,Dragons,520,A型,187,85,51,投手,1,NA,NA,NA,0,0,0,0
2013年度,石川　雅規,Swallows,20000,A型,167,73,19,投手,24,NA,NA,NA,6,9,0,0
2013年度,館山　昌平,Swallows,19000,O型,181,98,25,投手,2,NA,NA,NA,0,0,0,0
2013年度,宮本　慎也,Swallows,16500,O型,176,82,6,内野手,104,237,63,0,NA,NA,NA,NA
2013年度,バーネット,Swallows,13000,不明,188,86,34,投手,47,NA,NA,NA,1,8,7,14
2013年度,田中　浩康,Swallows,12500,O型,177,77,7,内野手,97,227,51,0,NA,NA,NA,NA
2013年度,相川　亮二,Swallows,11000,A型,182,94,2,捕手,66,219,61,6,NA,NA,NA,NA
2013年度,ミレッジ,Swallows,9000,不明,183,93,85,外野手,96,374,94,16,NA,NA,NA,NA
2013年度,畠山　和洋,Swallows,8500,O型,180,96,33,内野手,99,360,79,12,NA,NA,NA,NA
2013年度,押本　健彦,Swallows,8000,A型,181,92,65,投手,26,NA,NA,NA,2,4,0,1
2013年度,バレンティン,Swallows,8000,O型,185,100,4,外野手,130,439,145,60,NA,NA,NA,NA
2013年度,松岡　健一,Swallows,7000,AB型,181,85,21,投手,34,NA,NA,NA,3,3,0,0
2013年度,村中　恭兵,Swallows,6500,B型,188,88,15,投手,25,NA,NA,NA,5,9,0,0
2013年度,川端　慎吾,Swallows,6300,O型,185,86,5,内野手,70,267,83,5,NA,NA,NA,NA
2013年度,ロマン,Swallows,6000,不明,185,102,53,投手,30,NA,NA,NA,3,6,1,4
2013年度,ラルー,Swallows,5000,不明,198,100,17,投手,5,NA,NA,NA,0,2,0,0
2013年度,赤川　克紀,Swallows,4000,A型,184,87,47,投手,9,NA,NA,NA,0,5,0,0
2013年度,増渕　竜義,Swallows,3800,A型,186,86,22,投手,5,NA,NA,NA,0,0,0,0
2013年度,飯原　誉士,Swallows,3400,O型,181,88,9,外野手,70,168,46,3,NA,NA,NA,NA
2013年度,森岡　良介,Swallows,3000,A型,174,71,68,内野手,109,295,73,1,NA,NA,NA,NA
2013年度,藤本　敦士,Swallows,2900,O型,174,72,10,内野手,4,4,0,0,NA,NA,NA,NA
2013年度,山本　哲哉,Swallows,2900,A型,179,77,20,投手,64,NA,NA,NA,1,3,11,25
2013年度,日高　亮,Swallows,2800,O型,181,79,45,投手,2,NA,NA,NA,0,1,0,0
2013年度,中村　悠平,Swallows,2400,A型,176,83,52,捕手,84,239,56,4,NA,NA,NA,NA
2013年度,武内　晋一,Swallows,2200,O型,175,90,8,内野手,76,146,27,3,NA,NA,NA,NA
2013年度,松井　光介,Swallows,2100,A型,170,79,44,投手,2,NA,NA,NA,0,0,0,0
2013年度,田中　雅彦,Swallows,2000,A型,175,75,28,捕手,23,41,10,0,NA,NA,NA,NA
2013年度,久古　健太郎,Swallows,1800,A型,181,82,26,投手,38,NA,NA,NA,2,1,0,9
2013年度,中澤　雅人,Swallows,1650,AB型,179,80,14,投手,3,NA,NA,NA,0,2,0,0
2013年度,雄平,Swallows,1550,A型,174,83,41,外野手,13,37,11,2,NA,NA,NA,NA
2013年度,石山　泰稚,Swallows,1500,A型,182,75,12,投手,60,NA,NA,NA,3,3,10,21
2013年度,岩村　明憲,Swallows,1500,O型,175,92,48,内野手,75,142,35,3,NA,NA,NA,NA
2013年度,七條　祐樹,Swallows,1500,A型,180,85,42,投手,30,NA,NA,NA,0,1,1,2
2013年度,松元　ユウイチ,Swallows,1400,A型,178,86,31,外野手,44,139,43,4,NA,NA,NA,NA
2013年度,三輪　正義,Swallows,1350,A型,168,70,60,内野手,75,45,15,0,NA,NA,NA,NA
2013年度,上田　剛史,Swallows,1300,B型,180,73,50,外野手,112,339,87,4,NA,NA,NA,NA
2013年度,小川　泰弘,Swallows,1200,A型,171,80,29,投手,26,NA,NA,NA,16,4,0,0
2013年度,川島　慶三,Swallows,1200,A型,171,70,00,内野手,101,225,48,4,NA,NA,NA,NA
2013年度,比屋根　渉,Swallows,1200,O型,180,70,0,外野手,63,156,39,1,NA,NA,NA,NA
2013年度,松井　淳,Swallows,1200,O型,177,88,57,外野手,11,30,7,0,NA,NA,NA,NA
2013年度,正田　樹,Swallows,1100,A型,188,88,61,投手,15,NA,NA,NA,1,1,0,1
2013年度,藤田　太陽,Swallows,1100,B型,187,90,51,投手,20,NA,NA,NA,0,0,1,1
2013年度,木谷　良平,Swallows,1100,A型,181,85,16,投手,28,NA,NA,NA,3,3,0,2
2013年度,山田　哲人,Swallows,1000,O型,180,76,23,内野手,94,350,99,3,NA,NA,NA,NA
2013年度,阿部　健太,Swallows,1000,A型,184,77,58,投手,18,NA,NA,NA,1,0,0,3
2013年度,荒木　貴裕,Swallows,1000,AB型,180,84,24,内野手,12,43,11,1,NA,NA,NA,NA
2013年度,水田　圭介,Swallows,900,AB型,175,74,54,内野手,5,7,1,1,NA,NA,NA,NA
2013年度,新田　玄気,Swallows,900,A型,172,80,32,捕手,14,17,6,1,NA,NA,NA,NA
2013年度,江村　将也,Swallows,900,B型,180,72,43,投手,31,NA,NA,NA,3,0,0,4
2013年度,平井　諒,Swallows,800,O型,184,78,67,投手,7,NA,NA,NA,1,1,0,0
2013年度,谷内　亮太,Swallows,800,B型,177,79,46,内野手,6,21,4,0,NA,NA,NA,NA
2013年度,古野　正人,Swallows,760,A型,178,80,40,投手,10,NA,NA,NA,1,2,0,1
2013年度,大場　達也,Swallows,720,A型,182,83,49,投手,5,NA,NA,NA,0,0,0,1
2013年度,八木　亮祐,Swallows,700,O型,180,73,70,投手,26,NA,NA,NA,5,13,0,0
2013年度,川崎　成晃,Swallows,630,B型,182,85,64,外野手,11,12,3,0,NA,NA,NA,NA
2013年度,西田　明央,Swallows,530,AB型,178,83,30,捕手,5,8,1,0,NA,NA,NA,NA
2013年度,攝津　正,Softbank,29000,O型,181,92,50,投手,25,NA,NA,NA,15,8,0,0
