Year,Name,team,salary,bloodType,height,weight,UniformNum,position,Games,AtBats,Hit,HR,Win,Lose,Save,Hold
2019年度,山下　航汰,Giants,240,O型,176,80,99,外野手,12,12,2,0,NA,NA,NA,NA
2019年度,ビシエド,Dragons,30000,不明,185,108,66,内野手,143,534,168,18,NA,NA,NA,NA
2019年度,大島　洋平,Dragons,18000,A型,176,75,8,外野手,143,558,174,3,NA,NA,NA,NA
2019年度,平田　良介,Dragons,18000,B型,177,87,6,外野手,95,360,100,8,NA,NA,NA,NA
2019年度,大野　奨太,Dragons,10000,O型,177,78,27,捕手,34,53,9,0,NA,NA,NA,NA
2019年度,アルモンテ,Dragons,10000,不明,183,98,42,外野手,49,164,54,7,NA,NA,NA,NA
2019年度,吉見　一起,Dragons,9000,A型,182,90,19,投手,5,NA,NA,NA,1,1,0,0
2019年度,谷元　圭介,Dragons,8500,A型,167,72,14,投手,38,NA,NA,NA,0,1,0,13
2019年度,松坂　大輔,Dragons,8000,O型,183,93,18,投手,2,NA,NA,NA,0,1,0,0
2019年度,田島　慎二,Dragons,7000,B型,181,84,12,投手,21,NA,NA,NA,0,1,0,5
2019年度,又吉　克樹,Dragons,6600,A型,181,74,16,投手,26,NA,NA,NA,3,3,0,3
2019年度,山井　大介,Dragons,6200,A型,179,86,29,投手,13,NA,NA,NA,3,5,0,0
2019年度,大野　雄大,Dragons,6000,O型,183,83,22,投手,25,NA,NA,NA,9,8,0,0
2019年度,ロドリゲス,Dragons,6000,不明,185,91,57,投手,64,NA,NA,NA,3,4,1,41
2019年度,藤井　淳志,Dragons,5500,O型,183,82,4,外野手,61,141,31,1,NA,NA,NA,NA
2019年度,ロメロ,Dragons,5000,不明,190,103,70,投手,21,NA,NA,NA,8,10,0,0
2019年度,福田　永将,Dragons,4700,O型,181,88,55,内野手,105,310,89,18,NA,NA,NA,NA
2019年度,京田　陽太,Dragons,4500,O型,184,83,1,内野手,140,507,126,3,NA,NA,NA,NA
2019年度,高橋　周平,Dragons,3500,O型,180,85,3,内野手,117,430,126,7,NA,NA,NA,NA
2019年度,堂上　直倫,Dragons,3000,O型,184,86,63,内野手,98,193,41,12,NA,NA,NA,NA
2019年度,岡田　俊哉,Dragons,3000,A型,178,67,21,投手,53,NA,NA,NA,3,2,13,7
2019年度,祖父江　大輔,Dragons,2900,B型,175,80,33,投手,44,NA,NA,NA,3,4,1,3
2019年度,松葉　貴大,Dragons,2800,B型,178,82,38,投手,1,NA,NA,NA,0,0,0,0
2019年度,亀澤　恭平,Dragons,2600,B型,174,77,53,内野手,47,47,6,0,NA,NA,NA,NA
2019年度,福谷　浩司,Dragons,2300,B型,183,90,24,投手,1,NA,NA,NA,0,0,0,0
2019年度,鈴木　博志,Dragons,2200,A型,181,95,46,投手,25,NA,NA,NA,0,2,14,1
2019年度,笠原　祥太郎,Dragons,2100,A型,177,85,47,投手,8,NA,NA,NA,3,2,0,0
2019年度,小笠原　慎之介,Dragons,2100,A型,180,95,11,投手,7,NA,NA,NA,3,1,0,0
2019年度,佐藤　優,Dragons,2000,O型,187,85,25,投手,7,NA,NA,NA,1,0,0,0
2019年度,武田　健吾,Dragons,1700,O型,183,85,56,外野手,29,35,5,0,NA,NA,NA,NA
2019年度,根尾　昂,Dragons,1500,O型,177,80,7,内野手,2,2,0,0,NA,NA,NA,NA
2019年度,武山　真吾,Dragons,1500,O型,179,88,39,捕手,30,45,9,1,NA,NA,NA,NA
2019年度,柳　裕也,Dragons,1450,A型,180,85,17,投手,26,NA,NA,NA,11,7,0,0
2019年度,伊藤　準規,Dragons,1400,B型,187,80,65,投手,1,NA,NA,NA,0,0,0,0
2019年度,小熊　凌祐,Dragons,1200,B型,178,84,64,投手,14,NA,NA,NA,1,2,0,0
2019年度,梅津　晃大,Dragons,1200,B型,187,90,28,投手,6,NA,NA,NA,4,1,0,0
2019年度,藤嶋　健人,Dragons,1200,O型,177,85,54,投手,32,NA,NA,NA,0,2,0,14
2019年度,勝野　昌慶,Dragons,1200,O型,183,89,41,投手,3,NA,NA,NA,1,2,0,0
2019年度,Ｒ．マルティネス,Dragons,1000,不明,193,93,97,投手,43,NA,NA,NA,1,4,8,14
2019年度,木下　拓哉,Dragons,1000,B型,183,92,35,捕手,39,88,20,2,NA,NA,NA,NA
2019年度,三ツ間　卓也,Dragons,1000,A型,183,92,43,投手,29,NA,NA,NA,2,2,0,4
2019年度,阿部　寿樹,Dragons,950,B型,185,80,5,内野手,129,447,130,7,NA,NA,NA,NA
2019年度,福　敬登,Dragons,900,O型,180,88,34,投手,52,NA,NA,NA,2,0,0,18
2019年度,遠藤　一星,Dragons,900,O型,182,83,23,外野手,108,111,30,2,NA,NA,NA,NA
2019年度,桂　依央利,Dragons,900,B型,185,90,68,捕手,4,8,2,0,NA,NA,NA,NA
2019年度,井領　雅貴,Dragons,720,O型,174,82,26,外野手,55,100,29,0,NA,NA,NA,NA
2019年度,木下　雄介,Dragons,700,A型,183,80,98,投手,5,NA,NA,NA,0,0,0,0
2019年度,阿知羅　拓馬,Dragons,700,B型,190,95,30,投手,7,NA,NA,NA,1,3,0,0
2019年度,友永　翔太,Dragons,650,O型,170,76,62,外野手,10,9,0,0,NA,NA,NA,NA
2019年度,石橋　康太,Dragons,600,A型,180,87,58,捕手,12,17,1,0,NA,NA,NA,NA
2019年度,清水　達也,Dragons,600,AB型,182,83,50,投手,8,NA,NA,NA,2,2,0,0
2019年度,髙松　渡,Dragons,600,A型,176,65,0,内野手,2,0,0,0,NA,NA,NA,NA
2019年度,溝脇　隼人,Dragons,600,O型,179,75,48,内野手,8,15,3,0,NA,NA,NA,NA
2019年度,石川　駿,Dragons,600,A型,178,82,9,内野手,8,8,1,0,NA,NA,NA,NA
2019年度,三ツ俣　大樹,Dragons,600,O型,177,84,37,内野手,21,27,3,0,NA,NA,NA,NA
2019年度,伊藤　康祐,Dragons,550,AB型,174,75,49,外野手,14,32,6,0,NA,NA,NA,NA
2019年度,加藤　匠馬,Dragons,550,B型,175,76,52,捕手,92,224,51,0,NA,NA,NA,NA
2019年度,山本　拓実,Dragons,550,A型,167,71,59,投手,9,NA,NA,NA,3,3,0,0
2019年度,石垣　雅海,Dragons,540,B型,181,85,32,内野手,15,15,2,0,NA,NA,NA,NA
2019年度,渡辺　勝,Dragons,500,A型,172,80,31,外野手,27,27,4,0,NA,NA,NA,NA
2019年度,バレンティン,Swallows,44000,不明,185,100,4,外野手,120,410,115,33,NA,NA,NA,NA
2019年度,山田　哲人,Swallows,43000,O型,180,76,1,内野手,142,520,141,35,NA,NA,NA,NA
2019年度,青木　宣親,Swallows,33000,A型,175,80,23,外野手,134,489,145,16,NA,NA,NA,NA
2019年度,ブキャナン,Swallows,27500,不明,191,90,28,投手,18,NA,NA,NA,4,6,0,0
2019年度,川端　慎吾,Swallows,14000,O型,185,86,5,内野手,37,61,10,0,NA,NA,NA,NA
2019年度,坂口　智隆,Swallows,14000,O型,181,82,42,外野手,22,64,8,0,NA,NA,NA,NA
2019年度,石山　泰稚,Swallows,10000,A型,182,75,12,投手,34,NA,NA,NA,2,2,10,5
2019年度,雄平,Swallows,10000,A型,174,83,41,外野手,131,447,122,12,NA,NA,NA,NA
2019年度,石川　雅規,Swallows,9500,A型,167,73,19,投手,23,NA,NA,NA,8,6,0,0
2019年度,小川　泰弘,Swallows,9200,A型,171,80,29,投手,26,NA,NA,NA,5,12,0,0
2019年度,中村　悠平,Swallows,9000,A型,176,83,52,捕手,126,372,100,5,NA,NA,NA,NA
2019年度,ハフ,Swallows,7150,不明,185,95,45,投手,68,NA,NA,NA,1,5,3,26
2019年度,近藤　一樹,Swallows,6000,A型,183,80,20,投手,59,NA,NA,NA,3,3,0,19
2019年度,マクガフ,Swallows,5500,不明,180,86,37,投手,65,NA,NA,NA,6,3,11,18
2019年度,スアレス,Swallows,4950,不明,190,106,70,投手,4,NA,NA,NA,1,1,0,0
2019年度,原　樹理,Swallows,4000,A型,180,79,16,投手,12,NA,NA,NA,3,7,0,0
2019年度,畠山　和洋,Swallows,4000,O型,180,96,33,内野手,1,1,1,0,NA,NA,NA,NA
2019年度,高梨　裕稔,Swallows,3600,B型,187,90,14,投手,21,NA,NA,NA,5,7,0,0
2019年度,大引　啓次,Swallows,3600,A型,178,84,2,内野手,70,119,24,1,NA,NA,NA,NA
2019年度,西浦　直亨,Swallows,3600,B型,178,75,3,内野手,44,149,35,4,NA,NA,NA,NA
2019年度,山中　浩史,Swallows,2600,O型,175,82,68,投手,4,NA,NA,NA,0,2,0,0
2019年度,上田　剛史,Swallows,2500,B型,180,73,50,外野手,56,51,12,0,NA,NA,NA,NA
2019年度,館山　昌平,Swallows,2400,O型,181,98,25,投手,2,NA,NA,NA,0,1,0,0
2019年度,荒木　貴裕,Swallows,2300,AB型,180,84,10,内野手,93,124,31,2,NA,NA,NA,NA
2019年度,寺原　隼人,Swallows,2200,A型,179,86,35,投手,4,NA,NA,NA,2,1,0,0
2019年度,中澤　雅人,Swallows,2100,AB型,179,80,54,投手,1,NA,NA,NA,0,0,0,0
2019年度,中尾　輝,Swallows,2000,B型,180,83,13,投手,12,NA,NA,NA,0,1,0,0
2019年度,五十嵐　亮太,Swallows,2000,A型,178,95,53,投手,45,NA,NA,NA,5,1,0,4
2019年度,星　知弥,Swallows,1900,O型,183,78,24,投手,10,NA,NA,NA,1,3,0,0
2019年度,風張　蓮,Swallows,1800,AB型,182,88,64,投手,14,NA,NA,NA,0,0,0,1
2019年度,井野　卓,Swallows,1600,B型,178,83,63,捕手,7,10,2,0,NA,NA,NA,NA
2019年度,大下　佑馬,Swallows,1500,O型,179,83,15,投手,31,NA,NA,NA,0,2,0,2
2019年度,清水　昇,Swallows,1400,A型,180,84,17,投手,11,NA,NA,NA,0,3,0,0
2019年度,藤井　亮太,Swallows,1300,A型,176,73,0,内野手,6,13,1,0,NA,NA,NA,NA
2019年度,西田　明央,Swallows,1300,AB型,178,83,30,捕手,47,54,11,0,NA,NA,NA,NA
2019年度,中山　翔太,Swallows,1300,A型,185,95,8,外野手,35,97,28,5,NA,NA,NA,NA
2019年度,山田　大樹,Swallows,1300,B型,189,99,34,投手,14,NA,NA,NA,5,4,0,0
2019年度,寺島　成輝,Swallows,1100,O型,183,90,18,投手,3,NA,NA,NA,0,0,0,0
2019年度,梅野　雄吾,Swallows,1100,A型,175,84,38,投手,68,NA,NA,NA,2,3,4,28
2019年度,山崎　晃大朗,Swallows,1100,O型,173,68,31,外野手,80,168,46,0,NA,NA,NA,NA
2019年度,塩見　泰隆,Swallows,950,B型,179,76,9,外野手,45,88,16,1,NA,NA,NA,NA
2019年度,奥村　展征,Swallows,950,O型,178,76,00,内野手,74,166,33,1,NA,NA,NA,NA
2019年度,太田　賢吾,Swallows,920,A型,186,85,46,内野手,90,303,76,3,NA,NA,NA,NA
2019年度,田代　将太郎,Swallows,900,A型,178,74,65,外野手,51,19,5,0,NA,NA,NA,NA
2019年度,宮本　丈,Swallows,900,B型,182,78,39,内野手,26,42,6,0,NA,NA,NA,NA
2019年度,坂本　光士郎,Swallows,900,B型,179,75,26,投手,19,NA,NA,NA,0,0,0,3
2019年度,廣岡　大志,Swallows,870,O型,183,81,36,内野手,91,202,41,10,NA,NA,NA,NA
2019年度,松本　直樹,Swallows,850,A型,177,82,32,捕手,33,66,14,1,NA,NA,NA,NA
2019年度,平井　諒,Swallows,810,O型,184,78,67,投手,20,NA,NA,NA,1,1,0,4
2019年度,村上　宗隆,Swallows,800,O型,188,97,55,内野手,143,511,118,36,NA,NA,NA,NA
2019年度,蔵本　治孝,Swallows,750,B型,185,95,22,投手,8,NA,NA,NA,0,0,0,0
2019年度,屋宜　照悟,Swallows,700,A型,178,84,58,投手,1,NA,NA,NA,0,0,0,0
2019年度,吉田　大成,Swallows,700,B型,175,80,66,内野手,13,32,6,0,NA,NA,NA,NA
2019年度,高橋　奎二,Swallows,700,O型,178,73,47,投手,20,NA,NA,NA,4,6,0,0
2019年度,久保　拓眞,Swallows,600,B型,175,75,61,投手,16,NA,NA,NA,0,0,0,1
2019年度,大村　孟,Swallows,600,AB型,169,78,59,捕手,5,5,1,1,NA,NA,NA,NA
2019年度,古賀　優大,Swallows,580,B型,177,74,57,捕手,11,15,3,0,NA,NA,NA,NA
2019年度,渡邉　大樹,Swallows,580,O型,182,87,49,外野手,16,7,1,1,NA,NA,NA,NA
2019年度,濱田　太貴,Swallows,500,A型,177,81,51,外野手,2,5,0,0,NA,NA,NA,NA
2019年度,田川　賢吾,Swallows,500,O型,189,79,62,投手,4,NA,NA,NA,1,2,0,0
2019年度,柳田　悠岐,Softbank,57000,AB型,187,91,9,外野手,38,128,37,7,NA,NA,NA,NA
2019年度,デスパイネ,Softbank,40000,不明,175,95,54,外野手,130,448,116,36,NA,NA,NA,NA
2019年度,バンデンハーク,Softbank,40000,不明,198,105,44,投手,3,NA,NA,NA,2,0,0,0
2019年度,内川　聖一,Softbank,40000,B型,185,92,1,内野手,137,500,128,12,NA,NA,NA,NA
2019年度,松田　宣浩,Softbank,40000,B型,180,86,5,内野手,143,534,139,30,NA,NA,NA,NA
2019年度,森　唯斗,Softbank,28000,A型,176,95,38,投手,54,NA,NA,NA,2,3,35,7
2019年度,今宮　健太,Softbank,26000,O型,172,76,6,内野手,106,383,98,14,NA,NA,NA,NA
2019年度,中村　晃,Softbank,24000,O型,176,85,7,外野手,44,139,34,3,NA,NA,NA,NA
2019年度,千賀　滉大,Softbank,16000,A型,186,84,41,投手,26,NA,NA,NA,13,8,0,0
2019年度,グラシアル,Softbank,15000,不明,187,95,27,内野手,103,373,119,28,NA,NA,NA,NA
2019年度,ミランダ,Softbank,15000,不明,188,86,19,投手,18,NA,NA,NA,7,5,0,0
2019年度,和田　毅,Softbank,10000,O型,179,81,21,投手,12,NA,NA,NA,4,4,0,0
2019年度,明石　健志,Softbank,10000,B型,175,66,8,内野手,99,282,70,5,NA,NA,NA,NA
2019年度,長谷川　勇也,Softbank,10000,AB型,180,89,24,外野手,25,43,13,3,NA,NA,NA,NA
2019年度,岩嵜　翔,Softbank,9500,O型,190,87,17,投手,2,NA,NA,NA,0,0,0,0
2019年度,東浜　巨,Softbank,8500,A型,183,77,16,投手,7,NA,NA,NA,2,2,0,0
2019年度,武田　翔太,Softbank,8500,B型,186,89,18,投手,32,NA,NA,NA,5,3,1,9
2019年度,嘉弥真　新也,Softbank,8000,O型,172,72,57,投手,54,NA,NA,NA,2,2,1,19
2019年度,上林　誠知,Softbank,7500,O型,185,84,51,外野手,99,258,50,11,NA,NA,NA,NA
2019年度,川島　慶三,Softbank,7000,A型,173,75,4,内野手,47,66,24,1,NA,NA,NA,NA
2019年度,甲斐　拓也,Softbank,6500,O型,170,85,62,捕手,137,377,98,11,NA,NA,NA,NA
2019年度,石川　柊太,Softbank,6000,O型,184,87,29,投手,2,NA,NA,NA,0,0,0,1
2019年度,中田　賢一,Softbank,6000,O型,181,82,11,投手,1,NA,NA,NA,0,0,0,0
2019年度,スアレス,Softbank,5000,不明,188,95,90,投手,9,NA,NA,NA,0,4,0,0
2019年度,モイネロ,Softbank,5000,不明,178,69,35,投手,60,NA,NA,NA,3,1,4,34
2019年度,加治屋　蓮,Softbank,4800,B型,184,88,14,投手,30,NA,NA,NA,3,1,0,6
2019年度,福田　秀平,Softbank,3600,AB型,182,77,37,外野手,80,166,43,9,NA,NA,NA,NA
2019年度,髙谷　裕亮,Softbank,3400,O型,179,87,12,捕手,55,30,5,1,NA,NA,NA,NA
2019年度,髙田　知季,Softbank,2600,O型,176,68,0,内野手,93,115,18,0,NA,NA,NA,NA
2019年度,二保　旭,Softbank,2000,B型,182,75,13,投手,8,NA,NA,NA,1,4,0,0
2019年度,牧原　大成,Softbank,2000,A型,173,76,36,内野手,114,409,99,3,NA,NA,NA,NA
2019年度,西田　哲朗,Softbank,1800,O型,180,84,22,内野手,7,8,1,0,NA,NA,NA,NA
2019年度,甲斐野　央,Softbank,1500,A型,187,86,20,投手,65,NA,NA,NA,2,5,8,26
2019年度,大竹　耕太郎,Softbank,1500,A型,183,85,10,投手,17,NA,NA,NA,5,4,0,0
2019年度,田中　正義,Softbank,1400,不明,187,88,25,投手,1,NA,NA,NA,0,0,0,0
2019年度,松田　遼馬,Softbank,1400,A型,183,94,42,投手,51,NA,NA,NA,2,4,0,5
2019年度,江川　智晃,Softbank,1400,B型,180,86,43,外野手,11,15,5,0,NA,NA,NA,NA
2019年度,高橋　礼,Softbank,1400,O型,188,84,28,投手,23,NA,NA,NA,12,6,0,0
2019年度,髙橋　純平,Softbank,1300,A型,183,85,47,投手,45,NA,NA,NA,3,2,0,17
2019年度,杉山　一樹,Softbank,1200,A型,193,92,40,投手,2,NA,NA,NA,0,0,0,0
2019年度,塚田　正義,Softbank,1200,A型,177,83,32,外野手,18,18,4,1,NA,NA,NA,NA
2019年度,松本　裕樹,Softbank,1200,A型,182,86,66,投手,7,NA,NA,NA,1,1,0,0
2019年度,奥村　政稔,Softbank,1000,B型,178,78,61,投手,12,NA,NA,NA,0,1,0,3
2019年度,コラス,Softbank,1000,不明,186,95,46,外野手,7,18,5,1,NA,NA,NA,NA
2019年度,椎野　新,Softbank,800,A型,196,88,34,投手,36,NA,NA,NA,5,2,0,6
2019年度,泉　圭輔,Softbank,800,A型,187,82,53,投手,14,NA,NA,NA,2,0,0,3
2019年度,栗原　陵矢,Softbank,700,A型,179,75,31,捕手,32,39,9,1,NA,NA,NA,NA
2019年度,美間　優槻,Softbank,650,B型,176,90,69,内野手,15,22,2,1,NA,NA,NA,NA
2019年度,増田　珠,Softbank,620,O型,179,81,33,内野手,2,4,0,0,NA,NA,NA,NA
2019年度,笠谷　俊介,Softbank,620,AB型,173,71,67,投手,2,NA,NA,NA,0,0,0,0
2019年度,真砂　勇介,Softbank,620,B型,184,79,64,外野手,12,21,3,0,NA,NA,NA,NA
2019年度,野村　大樹,Softbank,600,O型,172,81,55,内野手,2,2,1,0,NA,NA,NA,NA
2019年度,釜元　豪,Softbank,600,B型,180,79,60,外野手,86,173,38,4,NA,NA,NA,NA
2019年度,九鬼　隆平,Softbank,600,A型,180,82,65,捕手,2,2,0,0,NA,NA,NA,NA
2019年度,川瀬　晃,Softbank,550,B型,175,64,00,内野手,29,34,6,0,NA,NA,NA,NA
2019年度,三森　大貴,Softbank,500,A型,185,68,68,内野手,24,48,10,0,NA,NA,NA,NA
2019年度,田浦　文丸,Softbank,500,O型,168,78,56,投手,8,NA,NA,NA,0,0,0,0
2019年度,川原　弘之,Softbank,460,O型,187,93,63,投手,19,NA,NA,NA,0,0,0,1
2019年度,周東　佑京,Softbank,330,A型,179,67,23,内野手,102,102,20,1,NA,NA,NA,NA
2019年度,メヒア,Lions,50000,不明,198,118,99,内野手,75,128,27,6,NA,NA,NA,NA
2019年度,中村　剛也,Lions,28000,O型,175,102,60,内野手,135,496,142,30,NA,NA,NA,NA
2019年度,秋山　翔吾,Lions,23500,A型,184,85,55,外野手,143,590,179,20,NA,NA,NA,NA
2019年度,栗山　巧,Lions,13700,O型,177,85,1,外野手,123,409,103,7,NA,NA,NA,NA
2019年度,山川　穂高,Lions,11000,A型,176,108,33,内野手,143,524,134,43,NA,NA,NA,NA
2019年度,増田　達至,Lions,10000,AB型,180,88,14,投手,65,NA,NA,NA,4,1,30,7
2019年度,マーティン,Lions,9350,不明,200,104,42,投手,41,NA,NA,NA,2,5,1,10
2019年度,多和田　真三郎,Lions,8000,B型,182,82,18,投手,12,NA,NA,NA,1,6,0,0
2019年度,源田　壮亮,Lions,8000,O型,179,75,6,内野手,135,540,148,2,NA,NA,NA,NA
2019年度,森　友哉,Lions,8000,A型,170,80,10,捕手,135,492,162,23,NA,NA,NA,NA
2019年度,ヒース,Lions,7700,不明,193,112,68,投手,34,NA,NA,NA,2,3,2,7
2019年度,ニール,Lions,7150,不明,191,100,54,投手,17,NA,NA,NA,12,1,0,0
2019年度,外崎　修汰,Lions,7000,O型,177,78,5,内野手,143,533,146,26,NA,NA,NA,NA
2019年度,武隈　祥太,Lions,6350,A型,180,86,48,投手,10,NA,NA,NA,1,1,0,1
2019年度,金子　侑司,Lions,5700,B型,179,76,8,外野手,133,463,116,3,NA,NA,NA,NA
2019年度,榎田　大樹,Lions,5500,AB型,181,89,30,投手,13,NA,NA,NA,4,3,0,0
2019年度,十亀　剣,Lions,5100,O型,183,88,21,投手,19,NA,NA,NA,5,6,0,0
2019年度,平井　克典,Lions,3500,A型,180,84,25,投手,81,NA,NA,NA,5,4,0,36
2019年度,高木　勇人,Lions,3230,A型,178,90,20,投手,2,NA,NA,NA,0,0,0,0
2019年度,野田　昇吾,Lions,3000,A型,167,71,23,投手,23,NA,NA,NA,2,0,0,2
2019年度,岡田　雅利,Lions,2870,B型,173,80,37,捕手,36,61,16,1,NA,NA,NA,NA
2019年度,木村　文紀,Lions,2360,O型,183,87,9,外野手,130,391,86,10,NA,NA,NA,NA
2019年度,髙橋　光成,Lions,1850,B型,190,97,13,投手,21,NA,NA,NA,10,6,0,0
2019年度,今井　達也,Lions,1800,A型,180,70,11,投手,23,NA,NA,NA,7,9,0,0
2019年度,小川　龍也,Lions,1700,A型,182,85,44,投手,55,NA,NA,NA,4,1,1,15
2019年度,齊藤　大将,Lions,1600,A型,178,75,19,投手,9,NA,NA,NA,0,0,0,1
2019年度,斉藤　彰吾,Lions,1500,B型,179,80,65,外野手,3,3,0,0,NA,NA,NA,NA
2019年度,松本　航,Lions,1500,AB型,176,84,17,投手,16,NA,NA,NA,7,4,0,0
2019年度,小石　博孝,Lions,1330,A型,178,85,29,投手,8,NA,NA,NA,0,0,0,0
2019年度,佐野　泰雄,Lions,1300,B型,177,83,34,投手,44,NA,NA,NA,2,2,0,2
2019年度,大石　達也,Lions,1270,A型,185,92,15,投手,2,NA,NA,NA,0,0,0,0
2019年度,山野辺　翔,Lions,1200,AB型,170,74,4,内野手,9,14,1,0,NA,NA,NA,NA
2019年度,郭　俊麟,Lions,1200,不明,175,76,69,投手,2,NA,NA,NA,1,1,0,0
2019年度,永江　恭平,Lions,1040,B型,174,80,32,内野手,27,21,2,0,NA,NA,NA,NA
2019年度,森脇　亮介,Lions,1000,A型,175,70,28,投手,29,NA,NA,NA,2,1,0,2
2019年度,熊代　聖人,Lions,1000,O型,175,75,58,外野手,33,15,4,0,NA,NA,NA,NA
2019年度,粟津　凱士,Lions,1000,A型,180,80,26,投手,1,NA,NA,NA,0,0,0,0
2019年度,伊藤　翔,Lions,820,A型,177,74,36,投手,6,NA,NA,NA,0,0,0,0
2019年度,松本　直晃,Lions,800,O型,180,85,66,投手,4,NA,NA,NA,0,0,0,0
2019年度,水口　大地,Lions,770,A型,163,70,0,内野手,20,10,0,0,NA,NA,NA,NA
2019年度,南川　忠亮,Lions,770,A型,180,87,59,投手,1,NA,NA,NA,0,0,0,0
2019年度,田村　伊知郎,Lions,700,B型,173,75,40,投手,6,NA,NA,NA,0,0,0,0
2019年度,山田　遥楓,Lions,650,A型,179,84,52,内野手,4,12,2,0,NA,NA,NA,NA
2019年度,本田　圭佑,Lions,650,A型,179,80,45,投手,16,NA,NA,NA,6,6,0,0
2019年度,相内　誠,Lions,640,B型,185,80,41,投手,2,NA,NA,NA,0,1,0,0
2019年度,愛斗,Lions,620,O型,177,87,53,外野手,42,53,8,0,NA,NA,NA,NA
2019年度,佐藤　龍世,Lions,600,AB型,174,81,31,内野手,52,59,13,2,NA,NA,NA,NA
2019年度,廖　任磊,Lions,600,O型,201,125,50,投手,3,NA,NA,NA,0,0,0,0
2019年度,鈴木　将平,Lions,600,O型,175,78,46,外野手,16,26,4,0,NA,NA,NA,NA
2019年度,平良　海馬,Lions,600,O型,173,95,61,投手,26,NA,NA,NA,2,1,1,6
2019年度,中田　祥多,Lions,570,A型,182,90,64,捕手,2,8,1,0,NA,NA,NA,NA
2019年度,國場　翼,Lions,540,O型,181,83,57,投手,15,NA,NA,NA,1,0,0,2
2019年度,駒月　仁人,Lions,510,O型,176,93,62,捕手,7,7,1,0,NA,NA,NA,NA
2019年度,戸川　大輔,Lions,500,B型,188,90,71,外野手,10,23,4,1,NA,NA,NA,NA
2019年度,高木　渉,Lions,500,B型,180,77,73,外野手,1,1,0,0,NA,NA,NA,NA
2019年度,浅村　栄斗,Eagles,50000,O型,182,90,3,内野手,143,529,139,33,NA,NA,NA,NA
2019年度,岸　孝之,Eagles,30000,A型,180,77,11,投手,15,NA,NA,NA,3,5,0,0
2019年度,則本　昂大,Eagles,25000,A型,178,82,14,投手,12,NA,NA,NA,5,5,0,0
2019年度,ウィーラー,Eagles,20000,不明,178,100,40,内野手,117,411,100,19,NA,NA,NA,NA
2019年度,ハーマン,Eagles,13000,不明,193,100,42,投手,50,NA,NA,NA,5,3,0,21
2019年度,ブラッシュ,Eagles,12000,不明,196,106,69,外野手,128,426,111,33,NA,NA,NA,NA
2019年度,松井　裕樹,Eagles,11000,A型,174,74,1,投手,68,NA,NA,NA,2,8,38,12
2019年度,嶋　基宏,Eagles,10000,A型,179,82,37,捕手,57,110,23,3,NA,NA,NA,NA
2019年度,銀次,Eagles,8500,A型,174,78,33,内野手,141,529,161,5,NA,NA,NA,NA
2019年度,福山　博之,Eagles,8000,B型,172,70,64,投手,7,NA,NA,NA,0,0,0,1
2019年度,島内　宏明,Eagles,7800,B型,180,75,35,外野手,133,506,145,10,NA,NA,NA,NA
2019年度,ブセニッツ,Eagles,7000,不明,185,81,32,投手,54,NA,NA,NA,4,3,0,28
2019年度,藤田　一也,Eagles,6600,O型,175,75,6,内野手,61,124,32,2,NA,NA,NA,NA
2019年度,美馬　学,Eagles,6500,O型,169,75,15,投手,25,NA,NA,NA,8,5,0,0
2019年度,高梨　雄平,Eagles,5500,O型,175,81,53,投手,48,NA,NA,NA,2,1,0,14
2019年度,茂木　栄五郎,Eagles,5100,O型,171,75,5,内野手,141,568,160,13,NA,NA,NA,NA
2019年度,青山　浩二,Eagles,5000,B型,180,80,41,投手,62,NA,NA,NA,2,4,0,16
2019年度,辛島　航,Eagles,5000,A型,173,72,58,投手,27,NA,NA,NA,9,6,0,2
2019年度,今江　年晶,Eagles,5000,B型,180,89,8,内野手,26,76,21,1,NA,NA,NA,NA
2019年度,田中　和基,Eagles,4000,A型,181,75,25,外野手,59,160,30,1,NA,NA,NA,NA
2019年度,塩見　貴洋,Eagles,3400,A型,182,77,17,投手,9,NA,NA,NA,3,1,0,0
2019年度,橋本　到,Eagles,2900,O型,172,78,49,外野手,11,9,0,0,NA,NA,NA,NA
2019年度,福井　優也,Eagles,2500,A型,178,85,31,投手,8,NA,NA,NA,3,1,0,0
2019年度,釜田　佳直,Eagles,2000,A型,177,77,21,投手,5,NA,NA,NA,1,1,0,0
2019年度,藤平　尚真,Eagles,1800,O型,185,85,19,投手,3,NA,NA,NA,0,1,0,0
2019年度,久保　裕也,Eagles,1700,B型,177,78,91,投手,22,NA,NA,NA,2,1,0,2
2019年度,渡辺　直人,Eagles,1700,AB型,173,73,26,内野手,19,16,1,1,NA,NA,NA,NA
2019年度,戸村　健次,Eagles,1600,B型,185,76,22,投手,6,NA,NA,NA,0,0,0,0
2019年度,安樂　智大,Eagles,1600,A型,186,87,20,投手,9,NA,NA,NA,0,2,0,0
2019年度,森原　康平,Eagles,1500,AB型,185,88,52,投手,64,NA,NA,NA,4,2,0,29
2019年度,足立　祐一,Eagles,1500,A型,178,83,44,捕手,21,39,6,2,NA,NA,NA,NA
2019年度,宋　家豪,Eagles,1500,不明,185,92,43,投手,48,NA,NA,NA,3,2,0,24
2019年度,辰己　涼介,Eagles,1500,A型,180,74,7,外野手,124,314,72,4,NA,NA,NA,NA
2019年度,下水流　昂,Eagles,1500,A型,178,88,46,外野手,50,88,22,2,NA,NA,NA,NA
