Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
宮本　秀明,DeNA,760,外野手,3,178,86,O型,右,左,熊本,1996-07-24,00,0.4,6,5,5,2,0,0,0,0,0,3,0,0,0.4,0.4,0.8,2.6,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中井　大介,DeNA,2100,内野手,13,183,88,B型,右,右,三重,1989-11-27,0,0.25,69,105,100,25,2,4,1,3,1,23,1,1,0.279,0.36,0.639,3.49,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桑原　将志,DeNA,6500,外野手,9,174,78,B型,右,右,大阪,1993-07-21,1,0.139,34,42,36,5,1,2,0,3,1,11,1,2,0.22,0.222,0.442,0.71,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ロペス,DeNA,15000,内野手,8,183,103,不明,右,右,ベネズエラ,1983-11-24,2,0.246,81,305,293,72,12,42,0,10,0,36,0,8,0.269,0.396,0.665,3.39,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
梶谷　隆幸,DeNA,7400,外野手,14,180,88,A型,右,左,島根,1988-08-28,3,0.323,109,482,433,140,19,53,14,45,1,85,1,4,0.387,0.527,0.913,7.53,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　裕季也,DeNA,1320,内野手,2,182,93,O型,右,右,三重,1996-08-30,4,0.286,5,17,14,4,0,1,0,2,0,2,1,0,0.375,0.429,0.804,5.98,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
倉本　寿彦,DeNA,5000,内野手,6,180,82,B型,右,左,神奈川,1991-01-07,5,0.276,82,216,199,55,1,17,0,16,1,42,0,2,0.333,0.312,0.645,3.97,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森　敬斗,DeNA,1000,内野手,1,175,75,A型,右,左,静岡,2002-01-28,6,0.25,8,12,12,3,0,0,0,0,0,1,0,0,0.25,0.333,0.583,2.91,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
神里　和毅,DeNA,4800,外野手,3,179,81,A型,右,左,沖縄,1994-01-17,8,0.308,80,190,169,52,3,17,7,15,3,42,1,3,0.37,0.42,0.79,6,5.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大和,DeNA,10000,内野手,15,177,72,A型,右,右,鹿児島,1987-11-05,9,0.281,85,225,199,56,4,23,3,20,0,28,3,8,0.342,0.387,0.729,4.22,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
戸柱　恭孝,DeNA,3200,捕手,5,179,90,A型,右,左,鹿児島,1990-04-11,10,0.212,96,276,259,55,5,23,0,11,0,53,5,8,0.244,0.309,0.552,1.9,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
東　克樹,DeNA,4400,投手,3,170,76,B型,左,左,三重,1995-11-29,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
阪口　皓亮,DeNA,610,投手,3,187,83,O型,右,左,大阪,1999-08-15,12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0,2,0,0,0,62,12,22,2,7,0,10,10,10,2.42,5.12
伊勢　大夢,DeNA,1000,投手,1,182,90,A型,右,右,熊本,1998-03-07,13,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3,1,0,4,0.75,143,35,28,2,12,2,39,9,7,1.14,2.75
石田　健大,DeNA,7000,投手,6,180,85,O型,左,左,広島,1993-03-01,14,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,1,4,0,25,0.2,176,42.2,32,1,14,1,46,15,12,1.08,1.97
井納　翔一,DeNA,6100,投手,8,188,94,A型,右,右,東京,1986-05-01,15,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,6,7,0,0,0.462,384,89,98,10,26,1,69,41,39,1.39,3.7
大貫　晋一,DeNA,2500,投手,2,181,73,AB型,右,右,神奈川,1994-02-03,16,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,10,6,0,0,0.625,452,113.2,96,13,29,3,81,34,32,1.1,3.92
三嶋　一輝,DeNA,8100,投手,8,176,80,A型,右,両,福岡,1990-05-07,17,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,3,1,18,5,0.75,180,47.2,30,1,13,1,46,13,13,0.9,2.15
山﨑　康晃,DeNA,35000,投手,6,179,88,O型,右,右,東京,1992-10-02,19,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,0,3,6,8,0,176,38,52,4,14,0,31,26,24,1.74,3.8
坂本　裕哉,DeNA,1265,投手,1,180,85,O型,左,左,福岡,1997-07-28,20,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,4,1,0,0,0.8,200,46,48,10,17,3,29,30,29,1.41,5.79
今永　昇太,DeNA,13600,投手,5,178,85,A型,左,左,福岡,1993-09-01,21,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,5,3,0,0,0.625,224,53,47,2,17,1,63,24,19,1.21,2.2
オースティン,DeNA,10000,内野手,1,188,100,不明,右,右,アメリカ,1991-09-06,23,0.286,65,269,238,68,20,56,0,29,1,69,0,4,0.364,0.605,0.969,7.77,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
齋藤　俊介,DeNA,1345,投手,3,176,85,A型,右,右,千葉,1994-01-07,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
濵口　遥大,DeNA,5500,投手,4,173,80,B型,左,左,佐賀,1995-03-16,26,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,6,5,0,0,0.545,363,78.1,84,8,47,3,67,43,40,1.67,4.61
上茶谷　大河,DeNA,4300,投手,2,182,83,B型,右,右,京都,1996-08-31,27,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,2,3,0,0,0.4,247,59,57,8,20,2,50,29,27,1.31,4.2
勝又　温史,DeNA,615,投手,2,180,86,不明,右,左,東京,2000-05-22,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　光,DeNA,11000,捕手,13,180,83,B型,右,右,愛知,1989-04-23,29,0.216,30,63,51,11,0,6,0,10,1,15,1,2,0.355,0.314,0.669,3.82,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飯塚　悟史,DeNA,1120,投手,6,188,90,A型,右,左,新潟,1996-10-11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
柴田　竜拓,DeNA,4280,内野手,5,167,68,O型,右,左,岡山,1993-12-16,31,0.266,110,276,233,62,2,20,0,29,4,50,9,1,0.356,0.352,0.708,4.82,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
益子　京右,DeNA,540,捕手,2,176,83,A型,右,右,栃木,2000-12-27,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
乙坂　智,DeNA,3200,外野手,9,183,83,O型,右,左,神奈川,1994-01-06,33,0.208,85,115,101,21,1,7,5,12,0,28,1,2,0.289,0.267,0.557,2.82,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平田　真吾,DeNA,1260,投手,7,182,85,A型,右,右,山口,1989-08-29,34,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,1,1,0,11,0.5,195,44.1,38,2,25,2,46,16,14,1.42,3.26
三上　朋也,DeNA,8500,投手,7,190,90,AB型,右,右,岐阜,1989-04-10,35,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,0,0,0,0,0,55,13,13,0,6,1,7,4,4,1.46,3.43
髙城　俊人,DeNA,1200,捕手,9,176,83,AB型,右,右,福岡,1993-05-03,36,0.19,23,46,42,8,3,5,0,2,1,22,1,1,0.244,0.405,0.649,2.9,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
楠本　泰史,DeNA,1375,外野手,3,180,77,A型,右,左,大阪,1995-07-07,37,0.154,28,29,26,4,1,1,0,2,1,7,0,0,0.241,0.346,0.588,2.75,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山下　幸輝,DeNA,885,内野手,6,173,80,B型,右,左,千葉,1993-01-31,38,0.209,39,46,43,9,0,1,0,3,0,7,0,1,0.261,0.256,0.517,1.9,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嶺井　博希,DeNA,3100,捕手,7,175,85,B型,右,右,沖縄,1991-06-04,39,0.327,41,60,55,18,0,8,0,4,1,14,0,1,0.383,0.382,0.765,5.73,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飛雄馬,DeNA,660,内野手,9,181,92,B型,右,右,大阪,1991-03-17,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
櫻井　周斗,DeNA,820,投手,3,178,86,A型,左,左,埼玉,1999-06-25,41,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36,0,0,0,0,0,35,7.1,12,0,3,0,4,6,6,2.05,3.26
石川　雄洋,DeNA,3900,内野手,16,183,78,O型,右,左,静岡,1986-07-10,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
進藤　拓也,DeNA,660,投手,4,186,90,O型,右,右,秋田,1992-07-16,43,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,0,0,0,0,0,24,5.1,5,1,3,0,8,3,3,1.5,4.25
佐野　恵太,DeNA,2400,内野手,4,178,88,A型,右,左,岡山,1994-11-28,44,0.328,106,451,402,132,20,69,0,42,4,58,0,13,0.395,0.532,0.927,7.49,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ピープルズ,DeNA,3508,投手,1,196,86,不明,右,右,アメリカ,1991-09-05,45,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,2,2,0,0,0.5,166,38,40,6,13,2,29,22,21,1.39,4.59
田中　健二朗,DeNA,1000,投手,13,179,80,B型,左,左,愛知,1989-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
砂田　毅樹,DeNA,5600,投手,7,180,85,B型,左,左,北海道,1995-07-20,47,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,0,0,0,4,0,68,17,10,2,5,2,14,6,5,0.88,4.06
京山　将弥,DeNA,1120,投手,4,182,77,B型,右,右,滋賀,1998-07-04,48,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,2,1,0,0,0.667,127,29,29,4,11,1,25,15,15,1.38,4.33
赤間　謙,DeNA,1020,投手,5,180,87,AB型,右,右,福島,1990-11-14,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山本　祐大,DeNA,595,捕手,3,180,82,A型,右,右,大阪,1998-09-11,50,0,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,-2.77,-2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮﨑　敏郎,DeNA,16000,内野手,8,172,85,B型,右,右,佐賀,1988-12-12,51,0.301,113,460,429,129,14,53,0,24,4,29,0,15,0.341,0.464,0.805,5.4,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
細川　成也,DeNA,880,外野手,4,179,93,AB型,右,右,神奈川,1998-08-04,52,0.235,19,54,51,12,1,1,1,2,1,20,0,1,0.278,0.333,0.611,3.06,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
パットン,DeNA,16000,投手,4,185,91,不明,右,右,アメリカ,1988-02-20,53,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,3,2,0,19,0.6,231,53,52,6,27,2,65,31,29,1.49,3.61
浅田　将汰,DeNA,470,投手,1,182,87,A型,右,右,福岡,2001-04-23,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田部　隼人,DeNA,520,内野手,1,185,83,O型,右,右,島根,2001-12-22,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
濱矢　廣大,DeNA,755,投手,7,185,90,A型,左,左,奈良,1993-02-27,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
東妻　純平,DeNA,620,捕手,1,172,77,AB型,右,右,和歌山,2001-07-03,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
武藤　祐太,DeNA,2000,投手,10,178,85,O型,右,右,埼玉,1989-06-14,58,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,0,1,0,0,0,154,31.1,42,3,18,1,22,29,26,1.91,4.21
平良　拳太郎,DeNA,2100,投手,7,180,80,O型,右,右,沖縄,1995-07-12,59,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,4,6,0,0,0.4,335,83.1,75,3,17,2,65,24,21,1.1,2.64
知野　直人,DeNA,615,内野手,2,182,85,A型,右,右,新潟,1999-02-16,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
蝦名　達夫,DeNA,750,外野手,1,185,88,B型,右,右,青森,1997-09-20,61,0.143,17,24,21,3,1,1,0,2,1,8,0,1,0.25,0.333,0.583,2.06,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
エスコバー,DeNA,16000,投手,4,188,102,不明,左,左,ベネズエラ,1992-04-22,62,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,1,4,0,17,0.2,217,54,39,3,17,4,58,15,14,1.04,2.75
関根　大気,DeNA,1280,外野手,7,173,78,A型,左,左,愛知,1995-06-28,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
百瀬　大騎,DeNA,590,内野手,6,178,78,A型,右,左,長野,1997-03-11,64,0.25,4,4,4,1,0,1,0,0,0,2,0,0,0.25,0.25,0.5,1.89,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
古村　徹,DeNA,570,投手,5,180,80,B型,左,左,神奈川,1993-10-20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤岡　好明,DeNA,1750,投手,15,177,81,O型,右,左,大阪,1985-03-12,68,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,0,0,0,1,0,12,1.2,4,0,3,0,3,4,4,4.2,4.92
国吉　佑樹,DeNA,4400,投手,11,196,106,A型,右,右,大阪,1991-09-24,92,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,3,4,0,10,0.429,191,46,36,5,22,4,51,18,16,1.26,3.88
中川　虎大,DeNA,450,投手,3,178,79,B型,右,右,和歌山,1999-10-02,93,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11,0,1,0,0,0,27,6.1,6,2,4,0,3,5,5,1.58,8.17
笠井　崇正,DeNA,660,投手,4,179,90,B型,右,右,北海道,1994-08-07,94,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,7,1,2,0,2,0,1,2,2,4,4.12
ソト,DeNA,18500,内野手,3,185,97,不明,右,右,プエルトリコ,1989-02-28,99,0.252,114,480,428,108,25,78,0,44,3,103,0,12,0.323,0.47,0.793,5.08,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮城　滝太,DeNA,375,投手,2,181,73,A型,右,右,沖縄,2000-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
コルデロ,DeNA,240,投手,2,189,88,不明,左,左,ドミニカ共和国,1997-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
デラロサ,DeNA,240,内野手,1,188,92,不明,右,両,ドミニカ共和国,1996-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ディアス,DeNA,240,投手,1,191,93,不明,左,左,ベネズエラ,1999-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉川　大幾,Giants,1600,内野手,10,175,78,A型,右,右,大阪,1992-08-21,00,0.1,30,12,10,1,0,0,2,1,0,2,1,0,0.182,0.1,0.282,-0.09,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
増田　大輝,Giants,1500,内野手,5,172,68,A型,右,右,徳島,1993-07-29,0,0.297,74,48,37,11,0,2,23,11,0,12,0,1,0.458,0.351,0.81,6.56,6.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
増田　大輝,Giants,1500,内野手,5,172,68,A型,右,右,徳島,1993-07-29,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,0.2,0,0,1,0,0,0,0,1.5,7.62
比嘉　賢伸,Giants,270,内野手,3,180,82,A型,右,左,大阪,2000-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
陽　岱鋼,Giants,30000,外野手,15,184,89,A型,右,右,台湾,1987-01-17,2,0.238,38,77,63,15,1,6,1,9,3,21,0,1,0.351,0.302,0.652,4.25,4.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平間　隼人,Giants,240,内野手,1,173,75,A型,右,左,徳島,1996-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山川　和大,Giants,310,投手,4,166,74,A型,右,左,兵庫,1995-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
笠井　駿,Giants,300,外野手,3,180,80,B型,右,右,東京,1995-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中島　宏之,Giants,2000,内野手,18,180,90,A型,右,右,兵庫,1982-07-31,5,0.297,100,312,279,83,7,29,0,31,1,59,0,11,0.369,0.419,0.788,5.12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
広畑　塁,Giants,280,捕手,3,177,72,O型,右,左,福岡,1995-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
加藤　壮太,Giants,240,外野手,1,188,90,A型,右,左,愛知,1998-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂本　勇人,Giants,50000,内野手,14,186,85,AB型,右,右,兵庫,1988-12-14,6,0.289,115,479,412,119,19,65,4,62,0,85,1,9,0.379,0.5,0.879,6.83,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小山　翔平,Giants,270,捕手,3,170,70,O型,右,右,京都,1996-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
丸　佳浩,Giants,45000,外野手,13,177,94,AB型,右,左,千葉,1989-04-11,8,0.284,120,491,423,120,27,77,8,63,0,101,3,3,0.375,0.553,0.928,7.52,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
折下　光輝,Giants,280,内野手,3,177,86,A型,右,右,徳島,2000-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
八百板　卓丸,Giants,460,外野手,6,180,82,O型,右,左,福島,1997-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
亀井　善行,Giants,11000,外野手,16,178,82,AB型,右,左,奈良,1982-07-28,9,0.255,51,156,141,36,2,17,0,11,1,21,1,3,0.31,0.348,0.657,3.59,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高山　竜太朗,Giants,380,捕手,4,186,87,A型,右,右,鹿児島,1995-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙井　俊,Giants,290,投手,4,180,86,AB型,右,右,新潟,1995-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平井　快青,Giants,260,投手,2,184,80,O型,右,右,京都,2000-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
デラロサ,Giants,13000,投手,2,183,95,不明,右,右,ドミニカ共和国,1989-03-04,12,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,2,0,17,5,1,132,31.2,23,3,16,3,28,9,9,1.23,4.38
戸郷　翔征,Giants,650,投手,2,186,75,AB型,右,右,宮崎,2000-04-04,13,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,9,6,0,0,0.6,446,107.2,87,12,42,6,106,33,33,1.2,3.94
谷岡　竜平,Giants,1000,投手,4,181,87,A型,右,右,東京,1996-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
