month,day,year,yobi,weight,BFP,MP,AP
6,8,2012,4,73.5,26.6,53.9,19.6
6,9,2012,6,73.7,27.4,53.5,20.2
6,10,2012,7,74.1,25.5,55.2,18.9
6,11,2012,1,75.3,25,56.5,18.8
6,12,2012,2,74.2,25.9,55,19.2
6,13,2012,3,75.3,22.9,58.1,17.2
6,14,2012,4,75,23.2,57.6,17.4
6,15,2012,5,73.8,21.6,57.9,15.9
6,16,2012,6,74,27.9,53.4,20.6
6,18,2012,1,74.9,24.6,56.5,18.4
6,19,2012,2,75.4,21.3,59.3,16.1
6,20,2012,3,74,20.2,59.1,14.9
6,21,2012,4,75,22.3,58.3,16.7
6,22,2012,5,74.3,26.1,54.9,19.4
6,23,2012,6,73.3,24.6,55.3,18
6,24,2012,7,75.1,24.7,56.6,18.6
6,25,2012,1,75.1,23.8,57.2,17.9
6,26,2012,2,74.2,26.5,54.5,19.7
6,27,2012,3,74.7,23.1,57.4,17.3
6,28,2012,4,74.5,23.5,57,17.5
6,29,2012,5,73.5,27.2,53.5,20
6,30,2012,6,72.7,22.3,56.5,16.2
7,1,2012,7,73.1,21.1,57.7,15.4
7,2,2012,1,74.9,22.3,58.2,16.7
7,3,2012,2,74.1,25.2,55.4,18.7
7,4,2012,3,73.5,26.4,54.1,19.4
7,5,2012,4,73.2,26.6,53.7,19.5
7,6,2012,5,73.5,26.9,53.7,19.8
7,8,2012,7,73.5,26.2,54.2,19.3
7,9,2012,1,74.5,23,57.4,17.1
7,10,2012,2,74.7,22,58.3,16.4
7,12,2012,4,74.1,24.7,55.8,18.3
7,13,2012,5,74.4,25.5,55.4,19
7,15,2012,7,73.6,27.2,53.6,20
7,16,2012,1,75.3,25.8,55.9,19.4
7,18,2012,3,73.9,25.3,55.2,18.7
7,19,2012,4,73.5,26.7,53.9,19.6
7,20,2012,5,73.6,26.1,54.4,19.2
7,22,2012,7,73.1,26.9,53.4,19.7
7,23,2012,1,73.7,26,54.5,19.2
7,24,2012,2,74.1,25.5,55.2,18.9
7,25,2012,3,73.5,24.6,55.4,18.1
7,26,2012,4,73.8,23.9,56.2,17.6
7,27,2012,5,73.4,26.4,54,19.4
7,28,2012,6,72.5,26.4,53.4,19.1
7,29,2012,7,73.2,27.3,53.2,20
7,30,2012,1,73.8,25.5,55,18.8
7,31,2012,2,73.8,24.8,55.5,18.3
8,1,2012,3,73.8,25.8,54.8,19
8,2,2012,4,73.6,22.8,56.8,16.8
8,3,2012,5,73.4,26.7,53.8,19.6
8,4,2012,6,73.5,25.9,54.5,19
8,7,2012,2,73.7,27.2,53.7,20
8,8,2012,3,73.6,26.7,53.9,19.7
8,21,2012,2,74.1,25.4,55.3,18.8
8,24,2012,5,75.7,25.1,56.7,19
8,25,2012,6,74.8,24.8,56.3,18.6
8,28,2012,2,75.1,22,58.6,16.5
8,29,2012,3,75.8,27,55.3,20.5
8,30,2012,4,75.8,25.6,56.4,19.4
9,1,2012,6,76,22.3,59.1,16.9
9,2,2012,7,75.6,26.2,55.8,19.8
9,5,2012,3,75.3,25.5,56.1,19.2
9,6,2012,4,75,25.3,56,19
9,10,2012,1,75.5,24.6,56.9,18.6
9,11,2012,2,75.4,24.8,56.7,18.7
9,19,2012,3,74.7,26.6,54.8,19.9
9,24,2012,1,74.6,22.9,57.5,17.1
9,26,2012,3,74.9,26.4,55.1,19.8
9,27,2012,4,74.9,26.6,55,19.9
5,18,2013,6,76,27.6,55,21
5,19,2013,7,76.2,27,55.6,20.6
5,20,2013,1,76.3,26.5,56.1,20.2
5,21,2013,2,75.4,27.1,55,20.4
5,22,2013,3,75.9,26.5,55.8,20.1
5,23,2013,4,75.7,26.6,55.6,20.1
5,24,2013,5,75.8,26.2,55.9,19.9
5,25,2013,6,75.8,27.3,55.1,20.7
5,26,2013,7,75.6,25.5,56.3,19.3
5,27,2013,1,75.7,26,56,19.7
5,28,2013,2,76.1,27.1,55.5,20.6
5,29,2013,3,75.7,27.2,55.1,20.6
5,30,2013,4,75.5,28.8,53.8,21.7
5,31,2013,5,75.6,26.8,55.3,20.3
6,1,2013,6,74.9,26.9,54.8,20.1
6,2,2013,7,75.3,28.3,54,21.3
6,3,2013,1,75.2,28.1,54.1,21.1
6,4,2013,2,75,28.1,53.9,21.1
6,5,2013,3,75.2,27.7,54.4,20.8
6,6,2013,4,75.1,28.3,53.8,21.3
6,7,2013,5,75.3,27.3,54.7,20.6
6,8,2013,6,75.2,26.5,55.3,19.9
6,10,2013,1,75.3,27.3,54.7,20.6
6,11,2013,2,75.5,27.5,54.8,20.7
6,12,2013,3,75.5,27.1,55,20.5
6,16,2013,7,75.2,26.8,55,20.2
6,17,2013,1,76,25.9,56.3,19.7
6,18,2013,2,75.8,25.9,56.2,19.6
6,19,2013,3,76.1,24,57.8,18.3
6,20,2013,4,75.2,26.3,55.4,19.8
6,21,2013,5,75.6,26.1,55.9,19.7
6,24,2013,1,75.5,26.3,55.6,19.9
6,25,2013,2,76.2,25.1,57.1,19.1
6,26,2013,3,76,26.2,56.1,19.9
6,27,2013,4,75.7,24.8,56.9,18.8
6,28,2013,5,76.1,26.2,56.2,19.9
6,29,2013,6,75.3,26.7,55.2,20.1
6,30,2013,7,75.8,26.9,55.4,20.4
7,1,2013,1,75.7,27.6,54.8,20.9
7,2,2013,2,75.5,25.3,56.4,19.1
7,3,2013,3,75.7,27.3,55,20.7
7,4,2013,4,75.6,27.9,54.5,21.1
7,5,2013,5,75.9,27.1,55.3,20.6
7,7,2013,7,75.9,25.9,56.2,19.7
7,8,2013,1,75.5,26.3,55.6,19.9
7,9,2013,2,75.7,28.3,54.3,21.4
7,10,2013,3,75.7,26.4,55.7,20
7,11,2013,4,76.1,25.9,56.4,19.7
7,12,2013,5,76.3,26.3,56.2,20.1
7,13,2013,6,76,25.9,56.3,19.7
7,16,2013,2,76.9,25.9,57,19.9
7,17,2013,3,77,26.3,56.7,20.3
7,18,2013,4,76.7,25.6,57.1,19.6
7,19,2013,5,76.5,26.5,56.2,20.3
7,22,2013,1,76.9,25.1,57.6,19.3
7,23,2013,2,76,28.5,54.3,21.7
7,24,2013,3,75.7,27.3,55,20.7
7,25,2013,4,75.2,29,53.4,21.8
7,26,2013,5,76.2,28.1,54.8,21.4
7,28,2013,7,75.7,27.7,54.7,21
7,29,2013,1,75.5,28.3,54.1,21.4
7,30,2013,2,75.5,26.9,55.2,20.3
7,31,2013,3,76.5,25.5,57,19.5
8,1,2013,4,76.8,23.4,58.8,18
8,2,2013,5,76.3,22.5,59.1,17.2
8,3,2013,6,76.8,24.8,57.8,19
8,4,2013,7,77.4,24.9,58.1,19.3
8,5,2013,1,76.4,26.3,56.3,20.1
8,6,2013,2,75.6,27.4,54.9,20.7
8,7,2013,3,75.2,27.5,54.5,20.7
8,14,2013,3,76.2,27.5,55.2,21
8,15,2013,4,76.4,28,55,21.4
8,17,2013,6,76,27.5,55.1,20.9
8,21,2013,3,76.3,27.6,55.2,21.1
8,22,2013,4,76.4,26.8,55.9,20.5
8,23,2013,5,76.7,27.6,55.5,21.2
8,25,2013,7,76.9,26.1,56.8,20.1
8,26,2013,1,76.7,26.7,56.2,20.5
8,30,2013,5,77.4,28.2,55.6,21.8
8,31,2013,6,77.6,28.3,55.6,22
9,1,2013,7,77.5,26.3,57.1,20.4
9,2,2013,1,77.2,27.3,56.1,21.1
9,3,2013,2,76.8,27.3,55.8,21
9,4,2013,3,77,27.9,55.5,21.5
9,7,2013,6,77.3,26.5,56.8,20.5
9,9,2013,1,77.5,26.5,57,20.5
9,10,2013,2,76.9,26.1,56.8,20.1
9,11,2013,3,76.9,27.7,55.6,21.3
9,12,2013,4,77.7,26.3,57.3,20.4
9,13,2013,5,77.9,25.7,57.9,20
9,14,2013,6,77.7,26.7,57,20.7
9,16,2013,1,77.1,26.5,56.7,20.4
9,17,2013,2,77.7,27.8,56.1,21.6
9,18,2013,3,77.7,26.9,56.8,20.9
9,24,2013,2,78.1,27,57,21.1
9,25,2013,3,78,27,56.9,21.1
9,26,2013,4,77.6,27.3,56.4,21.2
9,27,2013,5,77.7,25.6,57.8,19.9
9,28,2013,6,77.7,26.5,57.1,20.6
9,29,2013,7,78,27.9,56.2,21.8
9,30,2013,1,77.5,28,55.8,21.7
10,1,2013,2,77.9,28.6,55.6,22.3
10,2,2013,3,77.9,29.2,55.2,22.7
10,3,2013,4,77.6,29.4,54.8,22.8
10,4,2013,5,77.3,28.6,55.2,22.1
10,5,2013,6,76.5,26.9,55.9,20.6
10,6,2013,7,77.9,28,56.1,21.8
10,7,2013,1,77.6,28.4,55.6,22
10,8,2013,2,77.3,29.7,54.3,23
10,9,2013,3,77.6,29.4,54.8,22.8
10,10,2013,4,77.6,28.8,55.3,22.3
10,11,2013,5,77.9,28.1,56,21.9
10,12,2013,6,78,28.5,55.8,22.2
10,13,2013,7,78,29,55.4,22.6
10,14,2013,1,78.2,26.1,57.8,20.4
10,15,2013,2,77.9,27.5,56.5,21.4
10,16,2013,3,78.1,27.9,56.3,21.8
10,18,2013,5,77.8,.,77.8,.
10,20,2013,7,76.8,26.8,56.2,20.6
10,21,2013,1,77.9,25.4,58.1,19.8
10,22,2013,2,78.1,25.6,58.1,20
10,23,2013,3,77.5,27.4,56.3,21.2
10,24,2013,4,77.6,27.7,56.1,21.5
10,25,2013,5,77.6,28.5,55.5,22.1
10,28,2013,1,77.6,24.3,58.7,18.9
10,29,2013,2,77.7,26.6,57,20.7
10,30,2013,3,77.7,26.5,57.1,20.6
10,31,2013,4,77.9,26.5,57.3,20.6
11,1,2013,5,77.7,26.9,56.8,20.9
11,5,2013,2,78,27,56.9,21.1
11,6,2013,3,77.6,26.7,56.9,20.7
11,7,2013,4,77,26.8,56.4,20.6
11,8,2013,5,77.2,26.4,56.8,20.4
11,9,2013,6,77,28.1,55.4,21.6
11,10,2013,7,77.4,27.9,55.8,21.6
11,11,2013,1,77.9,28.3,55.9,22
11,12,2013,2,77.9,27.3,56.6,21.3
11,13,2013,3,77.7,27.2,56.6,21.1
11,15,2013,5,77.7,27.6,56.3,21.4
11,17,2013,7,76.4,24.8,57.5,18.9
11,18,2013,1,76.8,25.8,57,19.8
11,19,2013,2,77.2,26.9,56.4,20.8
11,20,2013,3,77.6,28.6,55.4,22.2
11,21,2013,4,77.8,27.3,56.6,21.2
11,22,2013,5,77.6,27.7,56.1,21.5
11,23,2013,6,77.4,27.5,56.1,21.3
11,25,2013,1,77.2,25.9,57.2,20
11,26,2013,2,77.5,27,56.6,20.9
11,27,2013,3,77.6,26,57.4,20.2
11,28,2013,4,77.3,27.9,55.7,21.6
11,29,2013,5,76.8,26.9,56.1,20.7
11,30,2013,6,76.5,27.3,55.6,20.9
12,1,2013,7,77.4,25.7,57.5,19.9
12,3,2013,2,77.9,25.7,57.9,20
12,4,2013,3,78.3,25.9,58,20.3
12,5,2013,4,78.4,25.9,58.1,20.3
12,6,2013,5,78.5,25.9,58.2,20.3
12,9,2013,1,78.7,25.3,58.8,19.9
12,10,2013,2,78.5,26.9,57.4,21.1
12,11,2013,3,78,26.7,57.2,20.8
12,12,2013,4,77.9,26.5,57.3,20.6
12,13,2013,5,77.7,26.6,57,20.7
12,14,2013,6,76.8,26.6,56.4,20.4
12,15,2013,7,78.8,27.5,57.1,21.7
12,16,2013,1,78.2,26.5,57.5,20.7
12,17,2013,2,77.9,26.6,57.2,20.7
12,18,2013,3,78.1,26.6,57.3,20.8
12,19,2013,4,77.7,27,56.7,21
12,20,2013,5,77.9,27,56.9,21
12,21,2013,6,77.3,27,56.4,20.9
12,23,2013,1,78.5,26.1,58,20.5
12,24,2013,2,77.8,26.9,56.9,20.9
12,25,2013,3,77.7,28.8,55.3,22.4
12,26,2013,4,77.6,26,57.4,20.2
12,27,2013,5,77.1,26.3,56.8,20.3
12,28,2013,6,77.5,25.6,57.7,19.8
12,29,2013,7,77.8,26.3,57.3,20.5
12,31,2013,2,77.9,26,57.6,20.3
1,1,2014,3,77.7,24.8,58.4,19.3
1,2,2014,4,77.4,26,57.3,20.1
1,3,2014,5,78.1,26.1,57.7,20.4
1,4,2014,6,78,27.1,56.9,21.1
1,5,2014,7,77.4,27.5,56.1,21.3
1,6,2014,1,78.3,27.3,56.9,21.4
1,7,2014,2,77.4,27.2,56.3,21.1
1,8,2014,3,78.5,26.6,57.6,20.9
1,9,2014,4,78.1,25.8,58,20.2
1,10,2014,5,78.1,26.7,57.2,20.9
1,11,2014,6,77.7,26.8,56.9,20.8
1,12,2014,7,78.3,27,57.2,21.1
1,13,2014,1,78.2,26.3,57.6,20.6
1,14,2014,2,78.5,26.9,57.4,21.1
1,15,2014,3,78.2,27.3,56.9,21.3
1,16,2014,4,78.1,26.4,57.5,20.6
1,17,2014,5,78.2,26.5,57.5,20.7
1,18,2014,6,78.4,27.1,57.2,21.2
1,20,2014,1,78.4,26.5,57.6,20.8
1,21,2014,2,78.7,26.2,58.1,20.6
1,22,2014,3,79.2,26.5,58.2,21
1,24,2014,5,78.5,27,57.3,21.2
1,25,2014,6,78.3,26.8,57.3,21
1,26,2014,7,79,26.3,58.2,20.8
1,27,2014,1,79.3,26,58.7,20.6
1,28,2014,2,79,26.4,58.1,20.9
1,29,2014,3,79,26.5,58.1,20.9
1,30,2014,4,78.8,26.3,58.1,20.7
1,31,2014,5,78.5,27.1,57.2,21.3
2,1,2014,6,78,26.8,57.1,20.9
2,2,2014,7,78.1,27.5,56.6,21.5
2,3,2014,1,77.9,26.1,57.6,20.3
2,4,2014,2,78.5,27,57.3,21.2
2,5,2014,3,78.5,26.6,57.6,20.9
2,6,2014,4,78.9,26.6,57.9,21
2,7,2014,5,78.9,27.2,57.4,21.5
2,8,2014,6,78.5,28.7,56,22.5
2,9,2014,7,79,26.3,58.2,20.8
2,10,2014,1,79,27.6,57.2,21.8
2,11,2014,2,78.4,28.7,55.9,22.5
2,12,2014,3,79.1,29.1,56.1,23
2,13,2014,4,78.7,27,57.5,21.2
2,14,2014,5,78.6,27.2,57.2,21.4
2,15,2014,6,78.3,27.9,56.5,21.8
2,16,2014,7,78.4,27,57.2,21.2
2,17,2014,1,79,27.3,57.4,21.6
2,18,2014,2,79.1,27.1,57.7,21.4
2,19,2014,3,78.6,25.1,58.9,19.7
2,20,2014,4,79,26.8,57.8,21.2
2,21,2014,5,78.9,26.7,57.8,21.1
2,22,2014,6,78.3,26.5,57.6,20.8
2,24,2014,1,78.8,27.9,56.8,22
2,25,2014,2,79.2,27,57.8,21.4
2,26,2014,3,79.2,26.7,58.1,21.1
3,2,2014,7,79.8,27.2,58.1,21.7
3,3,2014,1,79.3,27,57.9,21.4
3,4,2014,2,79.1,27.5,57.3,21.8
3,5,2014,3,79.2,26.9,57.9,21.3
3,6,2014,4,79.3,26.3,58.4,20.9
3,7,2014,5,78.8,26.8,57.7,21.1
3,8,2014,6,78.6,27.7,56.8,21.8
3,9,2014,7,78.9,26.9,57.7,21.2
3,10,2014,1,79.8,26.6,58.6,21.2
3,11,2014,2,79.2,27.2,57.7,21.5
3,12,2014,3,78.7,26.1,58.2,20.5
3,15,2014,6,79.6,24.8,59.9,19.7
3,16,2014,7,79.8,26.4,58.7,21.1
3,17,2014,1,79.6,27.6,57.6,22
3,20,2014,4,79.2,26.7,58.1,21.1
3,21,2014,5,77.7,27.7,56.2,21.5
3,22,2014,6,78.7,25.7,58.5,20.2
3,23,2014,7,78.7,28.7,56.1,22.6
3,24,2014,1,79.2,27.1,57.7,21.5
3,25,2014,2,79.3,26.4,58.4,20.9
4,2,2014,3,79,27.2,57.5,21.5
4,3,2014,4,79.6,27.6,57.6,22
4,4,2014,5,79.2,26.6,58.1,21.1
4,5,2014,6,78.6,26.6,57.7,20.9
4,6,2014,7,78.7,27.1,57.4,21.3
4,7,2014,1,79.2,28.4,56.7,22.5
4,8,2014,2,79.5,27,58,21.5
4,9,2014,3,79.1,26.3,58.3,20.8
4,10,2014,4,78.8,28.8,56.1,22.7
4,11,2014,5,78.6,27.4,57.1,21.5
4,12,2014,6,79.4,27,58,21.4
4,14,2014,1,78.7,27,57.5,21.2
4,15,2014,2,78.5,26,58.1,20.4
4,16,2014,3,78.7,27.5,57.1,21.6
4,17,2014,4,78.3,27.4,56.8,21.5
4,18,2014,5,78.9,26.7,57.8,21.1
4,19,2014,6,78.8,26.2,58.2,20.6
4,20,2014,7,79.2,28.2,56.9,22.3
