Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
佐野　恵太,DeNA,1200,内野手,3,178,84,A型,右,左,岡山,1994-11-28,44,0.295,89,215,200,59,5,33,0,13,2,39,0,9,0.344,0.42,0.764,4.72,4.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
綾部　翔,DeNA,590,投手,4,189,100,O型,右,右,茨城,1997-04-25,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　健二朗,DeNA,4600,投手,12,179,80,B型,左,左,愛知,1989-09-18,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
砂田　毅樹,DeNA,7200,投手,6,180,85,B型,左,左,北海道,1995-07-20,47,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,1,0,0,1,1,65,12.1,21,2,8,1,10,9,7,2.35,5.31
京山　将弥,DeNA,1050,投手,3,182,77,B型,右,右,滋賀,1998-07-04,48,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,0,6,0,0,0,173,35.2,45,3,27,0,29,26,23,2.02,4.86
赤間　謙,DeNA,1150,投手,4,180,87,AB型,右,右,福島,1990-11-14,49,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,0,0,0,0,0,39,9.2,7,2,3,0,5,6,6,1.03,5.71
山本　祐大,DeNA,520,捕手,2,180,82,A型,右,右,大阪,1998-09-11,50,0.333,13,12,12,4,0,2,0,0,0,3,0,0,0.333,0.333,0.667,4.46,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮﨑　敏郎,DeNA,16000,内野手,7,172,85,B型,右,右,佐賀,1988-12-12,51,0.284,114,473,433,123,15,49,0,32,3,35,0,13,0.334,0.443,0.777,5.1,5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
細川　成也,DeNA,560,外野手,3,179,86,AB型,右,右,神奈川,1998-08-04,52,0.222,36,83,72,16,1,10,0,8,2,24,0,1,0.313,0.292,0.605,3.29,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
パットン,DeNA,16000,投手,3,185,91,不明,右,右,アメリカ,1988-02-20,53,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,0,3,0,22,0,172,36.2,38,4,22,3,45,24,21,1.64,3.8
寺田　光輝,DeNA,600,投手,2,175,76,B型,右,右,三重,1992-01-05,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
濱矢　廣大,DeNA,900,投手,6,185,78,A型,左,左,奈良,1993-02-27,56,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,0,1,0,0,0,13,1.2,3,0,5,0,0,6,6,4.8,10.32
青柳　昴樹,DeNA,550,外野手,4,182,86,A型,右,右,大阪,1997-05-19,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
武藤　祐太,DeNA,1200,投手,9,178,85,O型,右,右,埼玉,1989-06-14,58,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,1,2,0,3,0.333,159,38,31,4,18,1,28,17,14,1.29,4.04
平良　拳太郎,DeNA,1300,投手,6,180,80,O型,右,右,沖縄,1995-07-12,59,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,5,6,0,0,0.455,289,70,68,9,17,0,55,34,32,1.21,3.86
知野　直人,DeNA,560,内野手,1,182,83,A型,右,右,新潟,1999-02-16,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中川　大志,DeNA,1300,内野手,11,186,95,A型,右,右,愛知,1990-06-08,61,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
エスコバー,DeNA,9500,投手,3,188,102,不明,左,左,ベネズエラ,1992-04-22,62,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,5,4,0,33,0.556,306,75.1,60,7,24,2,88,23,21,1.12,2.95
関根　大気,DeNA,1570,外野手,6,173,75,A型,左,左,愛知,1995-06-28,63,0.038,32,27,26,1,0,0,0,1,0,6,0,1,0.074,0.077,0.151,-1.87,-1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
百瀬　大騎,DeNA,560,内野手,5,175,70,A型,右,左,長野,1997-03-11,64,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2.92,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
国吉　佑樹,DeNA,1700,投手,10,196,103,A型,右,右,大阪,1991-09-24,65,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,5,3,0,9,0.625,299,69.1,62,9,28,2,81,37,37,1.3,3.68
西森　将司,DeNA,600,捕手,8,182,80,A型,右,両,京都,1987-12-29,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
古村　徹,DeNA,600,投手,4,180,80,B型,左,左,神奈川,1993-10-20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤岡　好明,DeNA,1150,投手,14,177,81,O型,右,左,大阪,1985-03-12,68,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,1,0,0,1,1,126,29,27,2,15,0,23,6,6,1.45,3.67
中後　悠平,DeNA,950,投手,6,182,78,O型,左,左,大阪,1989-09-17,91,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,0,0,0,0,0,12,2.2,3,0,2,0,1,1,1,1.88,4.62
田村　丈,DeNA,440,投手,4,185,89,O型,右,右,兵庫,1992-11-20,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中川　虎大,DeNA,360,投手,2,178,79,B型,右,右,和歌山,1999-10-02,93,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0,1,0,0,0,25,5,7,2,3,0,3,3,3,2,8.92
笠井　崇正,DeNA,440,投手,3,179,90,B型,右,右,北海道,1994-08-07,94,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03,0,0,0,0,0,101,22.1,23,3,14,0,18,10,10,1.66,4.73
ソリス,DeNA,3300,投手,1,196,114,不明,左,右,アメリカ,1988-08-10,97,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,0,0,0,1,0,17,4.1,4,1,2,0,2,1,1,1.38,6.58
ソト,DeNA,9500,内野手,2,185,97,不明,右,右,プエルトリコ,1989-02-28,99,0.269,141,584,516,139,43,108,0,59,5,98,0,14,0.348,0.554,0.902,6.56,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮城　滝太,DeNA,340,投手,1,181,73,A型,右,右,沖縄,2000-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
水野　滉也,DeNA,950,投手,3,175,80,O型,右,右,北海道,1994-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
コルデロ,DeNA,240,投手,1,189,88,不明,左,左,ドミニカ共和国,1997-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉川　大幾,Giants,1800,内野手,9,176,75,A型,右,右,大阪,1992-08-21,00,0,10,10,9,0,0,0,0,1,0,3,0,1,0.1,0,0.1,-2.58,-2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉川　尚輝,Giants,2800,内野手,3,177,79,A型,右,左,岐阜,1995-02-08,0,0.39,11,46,41,16,0,3,1,3,0,4,2,1,0.432,0.415,0.846,5.98,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
比嘉　賢伸,Giants,250,内野手,2,180,85,A型,右,左,大阪,2000-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
陽　岱鋼,Giants,30000,外野手,14,183,89,A型,右,右,台湾,1987-01-17,2,0.274,110,231,208,57,4,21,0,22,1,66,0,9,0.346,0.38,0.726,4.22,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山川　和大,Giants,280,投手,3,166,74,A型,右,左,兵庫,1995-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
笠井　駿,Giants,280,外野手,2,178,80,B型,右,右,東京,1995-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中島　宏之,Giants,15000,内野手,17,180,90,A型,右,右,兵庫,1982-07-31,5,0.148,43,65,54,8,1,5,1,9,1,21,0,1,0.277,0.278,0.555,2.55,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
広畑　塁,Giants,260,捕手,2,177,76,O型,右,左,福岡,1995-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂本　勇人,Giants,50000,内野手,13,186,83,AB型,右,右,兵庫,1988-12-14,6,0.312,143,639,555,173,40,94,5,77,2,123,3,9,0.396,0.575,0.971,8.22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小山　翔平,Giants,250,捕手,2,170,75,O型,右,右,京都,1996-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
丸　佳浩,Giants,45000,外野手,12,177,90,AB型,右,左,千葉,1989-04-11,8,0.292,143,631,535,156,27,89,12,86,3,125,0,15,0.388,0.495,0.884,6.82,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
折下　光輝,Giants,260,内野手,2,177,86,A型,右,右,徳島,2000-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
亀井　善行,Giants,7000,外野手,15,178,82,AB型,右,左,奈良,1982-07-28,9,0.284,131,503,450,128,13,55,9,45,0,91,3,6,0.346,0.44,0.786,5.68,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
阿部　慎之助,Giants,16000,捕手,19,180,97,A型,右,左,千葉,1979-03-20,10,0.297,95,192,158,47,7,27,0,28,4,23,0,1,0.411,0.481,0.892,7.86,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高山　竜太朗,Giants,370,捕手,3,186,92,A型,右,右,鹿児島,1995-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山口　俊,Giants,23000,投手,14,187,98,O型,右,右,大分,1987-07-11,11,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,15,4,0,0,0.789,705,170,137,8,60,13,188,60,55,1.16,2.79
髙井　俊,Giants,270,投手,3,180,83,AB型,右,右,新潟,1995-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙橋　優貴,Giants,1500,投手,1,178,82,B型,左,左,茨城,1997-02-01,12,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,5,7,0,0,0.417,395,93,70,14,48,5,89,34,33,1.27,4.84
平井　快青,Giants,240,投手,1,184,73,O型,右,右,京都,2000-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森福　允彦,Giants,8400,投手,13,172,70,A型,左,左,愛知,1986-07-29,13,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,0,0,0,3,0,18,4.1,5,2,0,0,5,3,3,1.15,6.81
モタ,Giants,230,外野手,1,188,98,不明,右,右,ドミニカ共和国,1996-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
澤村　拓一,Giants,12150,投手,9,184,102,A型,右,右,栃木,1988-04-03,15,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61,2,2,1,13,0.5,197,48.1,40,3,17,3,55,14,14,1.18,2.83
巽　大介,Giants,500,投手,4,183,86,AB型,左,左,鳥取,1997-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
沼田　翔平,Giants,240,投手,1,175,64,AB型,右,右,北海道,2000-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山上　信吾,Giants,260,投手,2,183,81,不明,右,右,群馬,1999-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大竹　寛,Giants,2625,投手,18,184,94,B型,右,右,埼玉,1983-05-21,17,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,4,0,0,8,1,111,26,26,2,8,0,24,9,8,1.31,2.97
田島　洸成,Giants,300,内野手,4,176,80,A型,右,左,埼玉,1996-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
菅野　智之,Giants,65000,投手,7,186,95,A型,右,右,神奈川,1989-10-11,18,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,11,6,0,0,0.647,577,136.1,138,20,32,3,120,65,59,1.25,3.99
上原　浩治,Giants,5000,投手,12,187,87,B型,右,右,大阪,1975-04-03,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　優大,Giants,310,投手,2,185,76,B型,右,右,山形,1999-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
マシソン,Giants,35500,投手,8,191,104,不明,右,右,カナダ,1984-02-27,20,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,2,2,1,8,0.5,104,22.2,28,2,9,0,19,11,11,1.63,3.52
橋本　篤郎,Giants,310,投手,4,179,85,B型,左,左,熊本,1998-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
黒田　響生,Giants,240,内野手,1,184,75,B型,右,右,福井,2000-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岩隈　久志,Giants,5000,投手,13,190,77,AB型,右,右,東京,1981-04-12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小林　誠司,Giants,6000,捕手,6,178,85,O型,右,右,大阪,1989-06-07,22,0.244,92,236,213,52,2,19,1,7,4,48,11,12,0.28,0.3,0.58,2.11,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒井　颯太,Giants,250,外野手,2,190,90,A型,右,右,新潟,1999-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
與那原　大剛,Giants,510,投手,4,189,87,A型,右,右,沖縄,1998-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
野上　亮磨,Giants,15000,投手,11,177,77,A型,右,右,福岡,1987-06-15,23,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1,2,1,3,0.333,81,18,19,1,6,0,16,10,7,1.39,3.06
山下　亜文,Giants,300,投手,5,171,76,B型,左,左,石川,1996-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
クック,Giants,14000,投手,1,188,100,不明,右,右,アメリカ,1987-06-30,24,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,0,2,6,0,0,67,15,19,2,6,0,9,8,8,1.67,4.85
岡本　和真,Giants,8000,内野手,5,185,96,A型,右,右,奈良,1996-06-30,25,0.265,143,628,555,147,31,94,3,62,6,132,2,15,0.343,0.485,0.828,5.72,5.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ラモス,Giants,226,投手,1,185,86,不明,右,右,ドミニカ共和国,1996-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
炭谷　銀仁朗,Giants,15000,捕手,14,181,95,O型,右,右,京都,1987-07-19,27,0.262,58,138,126,33,6,26,0,7,2,28,2,4,0.309,0.437,0.745,4.36,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田口　麗斗,Giants,7500,投手,6,171,83,B型,左,左,広島,1995-09-14,28,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,3,3,1,14,0.5,276,65.1,59,11,18,2,66,30,30,1.18,4.11
鍬原　拓也,Giants,1650,投手,2,178,85,A型,右,右,奈良,1996-03-26,29,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74,0,1,0,2,0,80,19,17,4,4,2,16,11,10,1.11,5.12
宮國　椋丞,Giants,2640,投手,9,186,92,B型,右,右,沖縄,1992-04-17,30,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,0,2,0,3,0,122,29.2,26,2,9,1,21,16,13,1.18,3.59
畠　世周,Giants,1920,投手,3,186,82,AB型,右,左,広島,1994-05-31,31,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89,0,1,0,0,0,76,15.2,26,2,5,1,14,14,12,1.98,4.14
鍵谷　陽平,Giants,4300,投手,7,178,85,O型,右,右,北海道,1990-09-23,32,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,6,0,117,27,21,4,18,0,11,11,9,1.44,5.9
ビヤヌエバ,Giants,22500,内野手,1,180,95,不明,右,右,メキシコ,1991-06-19,33,0.223,73,235,202,45,8,24,2,25,6,52,1,5,0.325,0.386,0.711,4.32,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桜井　俊貴,Giants,1000,投手,4,181,88,AB型,右,右,兵庫,1993-10-21,35,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,8,6,0,0,0.571,472,108.1,109,12,42,4,82,53,52,1.39,4.32
石川　慎吾,Giants,2100,外野手,8,178,80,O型,右,右,大阪,1993-04-27,36,0.257,55,76,70,18,4,10,0,6,0,14,0,2,0.316,0.457,0.773,4.82,4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田原　誠次,Giants,3600,投手,8,181,85,A型,右,左,宮崎,1989-09-02,37,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,2,2,0,5,0.5,70,16.2,14,1,7,0,9,8,8,1.26,3.9
岸田　行倫,Giants,1000,捕手,2,176,87,A型,右,右,兵庫,1996-10-10,38,0,4,7,7,0,0,0,0,0,0,2,0,0,0,0,0,-2.76,-2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
立岡　宗一郎,Giants,2600,外野手,11,181,82,A型,右,左,熊本,1990-05-18,39,0.286,25,16,14,4,0,1,3,2,0,4,0,0,0.375,0.429,0.804,8.01,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
谷岡　竜平,Giants,1500,投手,3,181,87,A型,右,右,東京,1996-03-21,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中川　皓太,Giants,1900,投手,4,183,86,A型,左,左,大阪,1994-02-24,41,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,4,3,16,17,0.571,270,64.2,57,3,18,2,74,19,17,1.16,2.27
メルセデス,Giants,860,投手,3,188,82,不明,左,両,ドミニカ共和国,1994-03-08,42,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,8,8,0,0,0.5,512,120.1,137,12,28,5,89,49,47,1.37,3.73
重信　慎之介,Giants,2500,外野手,4,173,74,A型,右,左,千葉,1993-04-17,43,0.266,106,174,158,42,2,16,14,11,0,43,2,1,0.308,0.373,0.682,4.42,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ゲレーロ,Giants,40000,外野手,3,182,99,不明,右,右,キューバ,1986-11-20,44,0.237,101,333,287,68,21,54,1,40,4,59,1,5,0.337,0.526,0.863,6.15,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
今村　信貴,Giants,2600,投手,8,180,88,AB型,左,左,大阪,1994-03-15,45,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,3,2,0,0,0.6,349,81.2,82,9,26,8,54,39,37,1.32,4.44
大城　卓三,Giants,2000,捕手,2,187,90,B型,右,左,沖縄,1993-02-11,46,0.265,109,329,294,78,6,30,0,25,4,80,5,7,0.33,0.388,0.718,4.32,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤岡　貴裕,Giants,2900,投手,8,183,94,AB型,左,左,群馬,1989-07-17,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
